"","X1041.gtf","X1471.gtf","X1637.gtf","Sample1.gtf","Sample2.gtf","Sample3.gtf"
"Pocillopora_acuta_HIv1_PredGene_g23033.t1",98,95,67,161,136,215
"Pocillopora_acuta_HIv1_PredGene_g23034.t1",1278,1295,1408,1648,1150,1829
"Pocillopora_acuta_HIv1_PredGene_g27736.t1",135,121,129,157,167,288
"Pocillopora_acuta_HIv1_PredGene_1632_t",187,165,141,31,19,20
"Pocillopora_acuta_HIv1_PredGene_g953.t1",187,165,141,31,19,20
"Pocillopora_acuta_HIv1_PredGene_16985_t",1078,809,890,1077,1093,1447
"Pocillopora_acuta_HIv1_PredGene_16983_t",1078,809,890,1077,1093,1447
"Pocillopora_acuta_HIv1_PredGene_g27741.t1",1078,809,890,1077,1093,1447
"Pocillopora_acuta_HIv1_PredGene_16984_t",1078,809,890,1077,1093,1447
"Pocillopora_acuta_HIv1_PredGene_g27744.t1",1021,846,852,1097,1030,1355
"Pocillopora_acuta_HIv1_PredGene_g27744.t2",1021,846,852,1097,1030,1355
"Pocillopora_acuta_HIv1_PredGene_g27745.t1",234,208,232,23,7,17
"Pocillopora_acuta_HIv1_PredGene_g27747.t1",673,455,703,172,132,214
"Pocillopora_acuta_HIv1_PredGene_g957.t1",110,143,124,37,34,46
"Pocillopora_acuta_HIv1_PredGene_g16016.t1",252,125,305,51,56,82
"Pocillopora_acuta_HIv1_PredGene_g16019.t1",286,289,266,89,58,88
"Pocillopora_acuta_HIv1_PredGene_g16019.t2",286,289,266,89,58,88
"Pocillopora_acuta_HIv1_PredGene_g16019.t3",286,289,266,89,58,88
"Pocillopora_acuta_HIv1_PredGene_g16019.t4",286,289,266,89,58,88
"Pocillopora_acuta_HIv1_PredGene_g16031.t1",1,4,5,16,21,15
"Pocillopora_acuta_HIv1_PredGene_g16033.t1",909,753,968,291,368,406
"Pocillopora_acuta_HIv1_PredGene_g16035.t1",338,261,285,84,79,123
"Pocillopora_acuta_HIv1_PredGene_17050_t",338,261,285,84,79,123
"Pocillopora_acuta_HIv1_PredGene_g16040.t1",549,172,328,90,53,95
"Pocillopora_acuta_HIv1_PredGene_g961.t1",241,215,155,16,17,20
"Pocillopora_acuta_HIv1_PredGene_g16059.t1",156,198,163,30,58,62
"Pocillopora_acuta_HIv1_PredGene_g16059.t2",156,198,163,30,58,62
"Pocillopora_acuta_HIv1_PredGene_g16060.t1",188,139,101,38,39,35
"Pocillopora_acuta_HIv1_PredGene_g16062.t1",165,112,103,17,35,25
"Pocillopora_acuta_HIv1_PredGene_g16063.t1",460,407,252,65,37,37
"Pocillopora_acuta_HIv1_PredGene_g965.t1",132,171,116,21,36,30
"Pocillopora_acuta_HIv1_PredGene_g16069.t1",88,76,57,7,19,20
"Pocillopora_acuta_HIv1_PredGene_g16076.t1",145,128,137,44,49,63
"Pocillopora_acuta_HIv1_PredGene_g16077.t1",28,147,105,226,444,340
"Pocillopora_acuta_HIv1_PredGene_g16079.t1",31,0,14,71,35,105
"Pocillopora_acuta_HIv1_PredGene_g16080.t1",5015,4872,6199,1650,1063,2276
"Pocillopora_acuta_HIv1_PredGene_g16084.t1",1476,1718,1269,186,265,308
"Pocillopora_acuta_HIv1_PredGene_g16086.t1",104,208,109,16,17,14
"Pocillopora_acuta_HIv1_PredGene_g16092.t1",400,456,446,682,1441,1157
"Pocillopora_acuta_HIv1_PredGene_g16096.t1",551,62,177,28,8,8
"Pocillopora_acuta_HIv1_PredGene_g16096.t2",551,62,177,28,8,8
"Pocillopora_acuta_HIv1_PredGene_17112_t",112,104,116,127,123,135
"Pocillopora_acuta_HIv1_PredGene_g16107.t1",112,104,116,127,123,135
"Pocillopora_acuta_HIv1_PredGene_g16111.t1",1664,1382,1287,1125,1933,1558
"Pocillopora_acuta_HIv1_PredGene_g16112.t1",609,919,615,798,967,1023
"Pocillopora_acuta_HIv1_PredGene_g4158.t1",256,312,201,288,682,476
"Pocillopora_acuta_HIv1_PredGene_g4160.t1",59,129,80,123,249,169
"Pocillopora_acuta_HIv1_PredGene_g4171.t1",32,48,46,42,98,93
"Pocillopora_acuta_HIv1_PredGene_g4172.t1",146,124,121,138,263,151
"Pocillopora_acuta_HIv1_PredGene_g4177.t1",104,109,74,25,34,27
"Pocillopora_acuta_HIv1_PredGene_g4180.t1",1906,1885,1702,397,466,565
"Pocillopora_acuta_HIv1_PredGene_g4184.t1",1005,1181,955,2155,2177,2461
"Pocillopora_acuta_HIv1_PredGene_g4191.t1",1138,699,693,987,944,946
"Pocillopora_acuta_HIv1_PredGene_g4190.t1",510,233,240,633,614,689
"Pocillopora_acuta_HIv1_PredGene_g4194.t1",3271,918,1195,3284,2815,2830
"Pocillopora_acuta_HIv1_PredGene_17156_t",336,229,283,294,410,453
"Pocillopora_acuta_HIv1_PredGene_g4195.t1",336,229,283,294,410,453
"Pocillopora_acuta_HIv1_PredGene_g4196.t1",69,64,62,130,160,154
"Pocillopora_acuta_HIv1_PredGene_g4205.t1",42,30,55,9,12,7
"Pocillopora_acuta_HIv1_PredGene_g4214.t1",69,48,46,10,5,12
"Pocillopora_acuta_HIv1_PredGene_g4220.t1",3145,3097,3207,244,194,293
"Pocillopora_acuta_HIv1_PredGene_g24330.t1",13,9,15,16,23,44
"Pocillopora_acuta_HIv1_PredGene_g24337.t1",275,372,254,0,0,0
"Pocillopora_acuta_HIv1_PredGene_g24337.t2",275,372,254,0,0,0
"Pocillopora_acuta_HIv1_PredGene_g4869.t1",220,120,82,32,10,14
"Pocillopora_acuta_HIv1_PredGene_g4877.t1",815,685,660,255,274,274
"Pocillopora_acuta_HIv1_PredGene_g980.t1",286,406,347,335,532,526
"Pocillopora_acuta_HIv1_PredGene_g4884.t1",121,156,145,25,44,66
"Pocillopora_acuta_HIv1_PredGene_g4885.t1",186,222,210,60,88,89
"Pocillopora_acuta_HIv1_PredGene_g4886.t1",9426,7953,4847,2678,2634,1987
"Pocillopora_acuta_HIv1_PredGene_g4887.t1",55,62,48,55,83,73
"Pocillopora_acuta_HIv1_PredGene_g4887.t2",55,62,48,55,83,73
"Pocillopora_acuta_HIv1_PredGene_g4889.t1",241,225,248,254,401,350
"Pocillopora_acuta_HIv1_PredGene_17232_t",241,225,248,254,401,350
"Pocillopora_acuta_HIv1_PredGene_g4892.t1",1454,1448,987,2506,2409,2613
"Pocillopora_acuta_HIv1_PredGene_g4897.t1",149,109,171,147,147,185
"Pocillopora_acuta_HIv1_PredGene_g4900.t1",3,18,6,32,34,25
"Pocillopora_acuta_HIv1_PredGene_g4901.t1",739,792,632,848,1100,1053
"Pocillopora_acuta_HIv1_PredGene_g4906.t1",52,49,21,425,324,484
"Pocillopora_acuta_HIv1_PredGene_g4919.t1",72,59,62,10,8,9
"Pocillopora_acuta_HIv1_PredGene_g4920.t1",102,49,89,9,11,15
"Pocillopora_acuta_HIv1_PredGene_g4925.t1",206,176,181,63,48,66
"Pocillopora_acuta_HIv1_PredGene_g4931.t1",465,336,463,52,34,58
"Pocillopora_acuta_HIv1_PredGene_17270_t",465,336,463,52,34,58
"Pocillopora_acuta_HIv1_PredGene_g4932.t1",485,355,481,96,67,100
"Pocillopora_acuta_HIv1_PredGene_g4934.t1",84,139,86,101,145,182
"Pocillopora_acuta_HIv1_PredGene_g4942.t1",24,19,11,37,62,53
"Pocillopora_acuta_HIv1_PredGene_g4943.t1",137,118,87,20,14,27
"Pocillopora_acuta_HIv1_PredGene_g4946.t1",123,158,93,190,259,271
"Pocillopora_acuta_HIv1_PredGene_17283_t",49,27,28,93,203,111
"Pocillopora_acuta_HIv1_PredGene_g4947.t1",49,27,28,93,203,111
"Pocillopora_acuta_HIv1_PredGene_g4950.t1",60,42,49,116,239,190
"Pocillopora_acuta_HIv1_PredGene_g4952.t1",731,674,569,918,977,854
"Pocillopora_acuta_HIv1_PredGene_g4953.t1",340,378,336,106,81,100
"Pocillopora_acuta_HIv1_PredGene_g4955.t1",103,149,121,18,16,34
"Pocillopora_acuta_HIv1_PredGene_g4961.t1",9804,11116,8888,1262,1811,1574
"Pocillopora_acuta_HIv1_PredGene_17296_t",9804,11116,8888,1262,1811,1574
"Pocillopora_acuta_HIv1_PredGene_g4963.t2",17,21,9,25,70,43
"Pocillopora_acuta_HIv1_PredGene_17298_t",17,21,9,25,70,43
"Pocillopora_acuta_HIv1_PredGene_g4963.t1",17,21,9,25,70,43
"Pocillopora_acuta_HIv1_PredGene_g4964.t1",317,304,239,566,1303,900
"Pocillopora_acuta_HIv1_PredGene_g4965.t1",209,218,143,136,299,238
"Pocillopora_acuta_HIv1_PredGene_g4967.t2",40,21,34,75,194,132
"Pocillopora_acuta_HIv1_PredGene_g4967.t1",40,21,34,75,194,132
"Pocillopora_acuta_HIv1_PredGene_g4968.t1",192,259,184,661,1317,1226
"Pocillopora_acuta_HIv1_PredGene_g4970.t1",7,7,9,53,118,52
"Pocillopora_acuta_HIv1_PredGene_17304_t",12,11,7,121,185,139
"Pocillopora_acuta_HIv1_PredGene_g4969.t1",12,11,7,121,185,139
"Pocillopora_acuta_HIv1_PredGene_17306_t",4,28,4,96,197,188
"Pocillopora_acuta_HIv1_PredGene_g4971.t1",4,28,4,96,197,188
"Pocillopora_acuta_HIv1_PredGene_g21420.t1",10,43,0,59,144,157
"Pocillopora_acuta_HIv1_PredGene_g21427.t1",4644,6038,4518,1192,1365,1482
"Pocillopora_acuta_HIv1_PredGene_17315_t",4644,6038,4518,1192,1365,1482
"Pocillopora_acuta_HIv1_PredGene_g21428.t2",1999,2317,1746,211,291,277
"Pocillopora_acuta_HIv1_PredGene_g21428.t1",1999,2317,1746,211,291,277
"Pocillopora_acuta_HIv1_PredGene_g21447.t1",249,198,131,280,228,181
"Pocillopora_acuta_HIv1_PredGene_g21458.t1",831,568,707,585,786,1052
"Pocillopora_acuta_HIv1_PredGene_g21457.t1",551,480,440,452,815,726
"Pocillopora_acuta_HIv1_PredGene_17344_t",551,480,440,452,815,726
"Pocillopora_acuta_HIv1_PredGene_g21462.t1",446,503,441,609,625,714
"Pocillopora_acuta_HIv1_PredGene_g21466.t1",23,47,25,72,70,67
"Pocillopora_acuta_HIv1_PredGene_g21467.t1",39,27,58,64,65,83
"Pocillopora_acuta_HIv1_PredGene_g21477.t1",84,53,75,114,131,150
"Pocillopora_acuta_HIv1_PredGene_g31475.t1",240,194,213,18,16,9
"Pocillopora_acuta_HIv1_PredGene_g31477.t1",234,264,213,49,71,67
"Pocillopora_acuta_HIv1_PredGene_g31479.t1",32,24,43,42,49,88
"Pocillopora_acuta_HIv1_PredGene_17380_t",32,24,43,42,49,88
"Pocillopora_acuta_HIv1_PredGene_g31482.t1",3999,2445,2869,1053,1313,1356
"Pocillopora_acuta_HIv1_PredGene_g31482.t2",3999,2445,2869,1053,1313,1356
"Pocillopora_acuta_HIv1_PredGene_g31485.t1",274,239,219,292,351,358
"Pocillopora_acuta_HIv1_PredGene_g31484.t1",118,120,105,38,20,30
"Pocillopora_acuta_HIv1_PredGene_17385_t",118,120,105,38,20,30
"Pocillopora_acuta_HIv1_PredGene_g31489.t1",87,29,43,78,102,147
"Pocillopora_acuta_HIv1_PredGene_g31498.t1",194,146,124,32,67,46
"Pocillopora_acuta_HIv1_PredGene_g31499.t1",254,136,245,216,230,311
"Pocillopora_acuta_HIv1_PredGene_g31501.t1",116,22,54,10,6,5
"Pocillopora_acuta_HIv1_PredGene_g31505.t1",14,6,0,41,27,70
"Pocillopora_acuta_HIv1_PredGene_g1001.t2",93,71,72,82,97,81
"Pocillopora_acuta_HIv1_PredGene_g1001.t1",93,71,72,82,97,81
"Pocillopora_acuta_HIv1_PredGene_g31523.t1",697,610,536,499,580,559
"Pocillopora_acuta_HIv1_PredGene_g31531.t1",1013,1493,1073,1031,1985,1520
"Pocillopora_acuta_HIv1_PredGene_g31532.t1",529,471,496,105,97,74
"Pocillopora_acuta_HIv1_PredGene_g31537.t1",346,337,334,364,592,607
"Pocillopora_acuta_HIv1_PredGene_g31539.t1",1274,1079,1100,407,263,377
"Pocillopora_acuta_HIv1_PredGene_g31540.t1",1609,1430,1161,382,226,287
"Pocillopora_acuta_HIv1_PredGene_g31541.t1",1012,804,872,184,183,149
"Pocillopora_acuta_HIv1_PredGene_g31544.t1",419,266,210,293,437,386
"Pocillopora_acuta_HIv1_PredGene_g31546.t1",103,122,145,27,31,24
"Pocillopora_acuta_HIv1_PredGene_g31554.t1",1302,1026,1041,240,240,298
"Pocillopora_acuta_HIv1_PredGene_g31555.t1",831,946,822,201,320,294
"Pocillopora_acuta_HIv1_PredGene_g31555.t2",831,946,822,201,320,294
"Pocillopora_acuta_HIv1_PredGene_g31556.t2",239,155,197,34,45,45
"Pocillopora_acuta_HIv1_PredGene_g31556.t1",239,155,197,34,45,45
"Pocillopora_acuta_HIv1_PredGene_g31556.t3",239,155,197,34,45,45
"Pocillopora_acuta_HIv1_PredGene_g31556.t4",239,155,197,34,45,45
"Pocillopora_acuta_HIv1_PredGene_g31557.t1",8471,13285,9193,767,705,773
"Pocillopora_acuta_HIv1_PredGene_g4986.t1",104,97,44,100,122,121
"Pocillopora_acuta_HIv1_PredGene_g5004.t1",372,288,225,98,94,121
"Pocillopora_acuta_HIv1_PredGene_g5006.t1",85,86,122,27,39,25
"Pocillopora_acuta_HIv1_PredGene_g5009.t1",149,124,137,31,52,54
"Pocillopora_acuta_HIv1_PredGene_g5011.t1",248,198,183,352,261,259
"Pocillopora_acuta_HIv1_PredGene_g5014.t1",686,549,882,575,896,1204
"Pocillopora_acuta_HIv1_PredGene_g5016.t1",125,62,111,17,32,26
"Pocillopora_acuta_HIv1_PredGene_17483_t",125,62,111,17,32,26
"Pocillopora_acuta_HIv1_PredGene_g5037.t1",5,6,2,11,28,13
"Pocillopora_acuta_HIv1_PredGene_g5044.t1",323,207,201,31,41,44
"Pocillopora_acuta_HIv1_PredGene_g5045.t1",129,131,103,26,33,25
"Pocillopora_acuta_HIv1_PredGene_g1012.t1",583,385,450,364,565,597
"Pocillopora_acuta_HIv1_PredGene_g5053.t1",39,124,62,4,0,8
"Pocillopora_acuta_HIv1_PredGene_g7022.t1",142,92,126,45,34,40
"Pocillopora_acuta_HIv1_PredGene_g7163.t1",426,384,258,321,431,338
"Pocillopora_acuta_HIv1_PredGene_156_t",426,384,258,321,431,338
"Pocillopora_acuta_HIv1_PredGene_1690_t",4506,4520,4521,3861,5212,5564
"Pocillopora_acuta_HIv1_PredGene_g1014.t1",4506,4520,4521,3861,5212,5564
"Pocillopora_acuta_HIv1_PredGene_g1014.t2",4506,4520,4521,3861,5212,5564
"Pocillopora_acuta_HIv1_PredGene_g3252.t1",16,0,3,11,32,59
"Pocillopora_acuta_HIv1_PredGene_g3255.t1",339,436,401,390,465,531
"Pocillopora_acuta_HIv1_PredGene_g3260.t1",621,501,431,184,260,178
"Pocillopora_acuta_HIv1_PredGene_g1016.t1",1942,1869,1697,1627,1862,1969
"Pocillopora_acuta_HIv1_PredGene_g3262.t2",3,0,4,42,67,41
"Pocillopora_acuta_HIv1_PredGene_g3262.t1",3,0,4,42,67,41
"Pocillopora_acuta_HIv1_PredGene_g3264.t1",30,32,22,54,85,77
"Pocillopora_acuta_HIv1_PredGene_g3272.t1",419,622,443,175,206,179
"Pocillopora_acuta_HIv1_PredGene_17573_t",80,158,73,113,317,105
"Pocillopora_acuta_HIv1_PredGene_g3302.t1",80,158,73,113,317,105
"Pocillopora_acuta_HIv1_PredGene_g3306.t1",11,10,19,499,559,761
"Pocillopora_acuta_HIv1_PredGene_g3314.t1",302,160,203,68,65,70
"Pocillopora_acuta_HIv1_PredGene_g3318.t1",740,705,560,777,913,1108
"Pocillopora_acuta_HIv1_PredGene_g3319.t1",7,9,13,85,105,127
"Pocillopora_acuta_HIv1_PredGene_g3322.t1",553,414,414,62,68,93
"Pocillopora_acuta_HIv1_PredGene_g3328.t1",285,318,267,100,135,103
"Pocillopora_acuta_HIv1_PredGene_g3330.t1",409,381,367,114,109,101
"Pocillopora_acuta_HIv1_PredGene_g19887.t1",9,0,9,12,40,18
"Pocillopora_acuta_HIv1_PredGene_g19891.t1",24,34,15,128,188,217
"Pocillopora_acuta_HIv1_PredGene_g19895.t1",93,202,83,258,351,240
"Pocillopora_acuta_HIv1_PredGene_17610_t",93,202,83,258,351,240
"Pocillopora_acuta_HIv1_PredGene_g19903.t1",60,108,49,425,686,470
"Pocillopora_acuta_HIv1_PredGene_g19910.t1",9,23,21,80,254,139
"Pocillopora_acuta_HIv1_PredGene_g19911.t1",6,12,24,100,100,158
"Pocillopora_acuta_HIv1_PredGene_g19925.t1",313,158,292,313,317,488
"Pocillopora_acuta_HIv1_PredGene_g19936.t1",107,63,118,24,13,24
"Pocillopora_acuta_HIv1_PredGene_17659_t",107,63,118,24,13,24
"Pocillopora_acuta_HIv1_PredGene_g1026.t1",1104,668,558,992,969,949
"Pocillopora_acuta_HIv1_PredGene_17684_t",434,278,349,262,551,450
"Pocillopora_acuta_HIv1_PredGene_g13470.t1",434,278,349,262,551,450
"Pocillopora_acuta_HIv1_PredGene_g13475.t1",51,65,89,13,25,9
"Pocillopora_acuta_HIv1_PredGene_g13479.t1",2001,2238,2190,622,458,596
"Pocillopora_acuta_HIv1_PredGene_g13481.t1",231,225,333,70,93,125
"Pocillopora_acuta_HIv1_PredGene_g13489.t1",137,108,133,45,44,45
"Pocillopora_acuta_HIv1_PredGene_g13488.t1",129,177,176,282,371,377
"Pocillopora_acuta_HIv1_PredGene_g13492.t1",334,235,238,89,83,92
"Pocillopora_acuta_HIv1_PredGene_g13500.t1",145,215,193,29,59,47
"Pocillopora_acuta_HIv1_PredGene_g13504.t1",353,393,375,388,425,487
"Pocillopora_acuta_HIv1_PredGene_g13506.t1",510,396,378,476,1009,975
"Pocillopora_acuta_HIv1_PredGene_g13507.t1",1485,1567,1322,459,711,687
"Pocillopora_acuta_HIv1_PredGene_17729_t",1485,1567,1322,459,711,687
"Pocillopora_acuta_HIv1_PredGene_g13513.t1",63,41,75,85,70,93
"Pocillopora_acuta_HIv1_PredGene_g13515.t1",3,9,0,20,17,14
"Pocillopora_acuta_HIv1_PredGene_g13514.t1",144,99,88,209,205,204
"Pocillopora_acuta_HIv1_PredGene_g27342.t1",273,155,191,268,243,294
"Pocillopora_acuta_HIv1_PredGene_17741_t",273,155,191,268,243,294
"Pocillopora_acuta_HIv1_PredGene_g27345.t1",3459,2797,2370,2895,2450,2912
"Pocillopora_acuta_HIv1_PredGene_g27350.t1",270,193,217,306,247,291
"Pocillopora_acuta_HIv1_PredGene_g27354.t1",110,108,104,130,124,148
"Pocillopora_acuta_HIv1_PredGene_g27357.t1",311,417,303,111,117,136
"Pocillopora_acuta_HIv1_PredGene_g27359.t1",698,482,508,54,67,71
"Pocillopora_acuta_HIv1_PredGene_g27360.t1",2701,1549,1677,639,452,596
"Pocillopora_acuta_HIv1_PredGene_g27363.t2",626,621,424,166,210,229
"Pocillopora_acuta_HIv1_PredGene_g27363.t1",626,621,424,166,210,229
"Pocillopora_acuta_HIv1_PredGene_g27367.t1",768,516,437,505,673,532
"Pocillopora_acuta_HIv1_PredGene_g1038.t1",1418,1742,1094,1078,2264,1883
"Pocillopora_acuta_HIv1_PredGene_1714_t",1418,1742,1094,1078,2264,1883
"Pocillopora_acuta_HIv1_PredGene_17794_t",490,353,421,119,91,131
"Pocillopora_acuta_HIv1_PredGene_g27399.t1",490,353,421,119,91,131
"Pocillopora_acuta_HIv1_PredGene_g27400.t1",442,333,296,338,631,503
"Pocillopora_acuta_HIv1_PredGene_17795_t",442,333,296,338,631,503
"Pocillopora_acuta_HIv1_PredGene_g27407.t1",11,0,4,12,17,35
"Pocillopora_acuta_HIv1_PredGene_g30912.t1",676,631,803,533,898,864
"Pocillopora_acuta_HIv1_PredGene_17812_t",136,92,122,109,159,180
"Pocillopora_acuta_HIv1_PredGene_g30915.t1",136,92,122,109,159,180
"Pocillopora_acuta_HIv1_PredGene_g30919.t1",361,416,470,127,138,145
"Pocillopora_acuta_HIv1_PredGene_g30920.t1",220,152,224,197,313,328
"Pocillopora_acuta_HIv1_PredGene_g30924.t1",300,240,222,80,50,66
"Pocillopora_acuta_HIv1_PredGene_g30928.t1",316,158,189,67,52,71
"Pocillopora_acuta_HIv1_PredGene_g30950.t1",62,46,57,73,61,80
"Pocillopora_acuta_HIv1_PredGene_g1046.t1",168,86,102,40,39,37
"Pocillopora_acuta_HIv1_PredGene_g30969.t1",53,20,42,57,182,98
"Pocillopora_acuta_HIv1_PredGene_g30973.t1",244,187,139,208,234,239
"Pocillopora_acuta_HIv1_PredGene_g2725.t1",589,637,504,708,908,979
"Pocillopora_acuta_HIv1_PredGene_g2728.t1",190,143,176,49,43,67
"Pocillopora_acuta_HIv1_PredGene_g2738.t1",2956,2406,2430,737,610,785
"Pocillopora_acuta_HIv1_PredGene_g2741.t1",6949,7798,7019,1094,1911,1555
"Pocillopora_acuta_HIv1_PredGene_17897_t",6949,7798,7019,1094,1911,1555
"Pocillopora_acuta_HIv1_PredGene_g2752.t1",186,80,132,40,32,44
"Pocillopora_acuta_HIv1_PredGene_g2753.t1",1265,1235,934,1082,1214,1306
"Pocillopora_acuta_HIv1_PredGene_g2756.t1",671,764,503,242,192,207
"Pocillopora_acuta_HIv1_PredGene_g1049.t1",749,654,549,543,758,644
"Pocillopora_acuta_HIv1_PredGene_g2760.t1",1012,849,870,409,429,470
"Pocillopora_acuta_HIv1_PredGene_g2764.t1",6,3,7,13,12,22
"Pocillopora_acuta_HIv1_PredGene_g2765.t1",225,189,152,42,55,58
"Pocillopora_acuta_HIv1_PredGene_g2768.t1",1244,1028,1006,1371,2104,1661
"Pocillopora_acuta_HIv1_PredGene_g2769.t1",269,341,251,105,99,137
"Pocillopora_acuta_HIv1_PredGene_g2774.t1",291,161,232,29,43,35
"Pocillopora_acuta_HIv1_PredGene_g2778.t1",207,172,122,32,40,46
"Pocillopora_acuta_HIv1_PredGene_g2780.t1",284,335,213,55,73,95
"Pocillopora_acuta_HIv1_PredGene_g2786.t1",75,67,64,19,9,19
"Pocillopora_acuta_HIv1_PredGene_g2787.t1",517,919,541,156,290,273
"Pocillopora_acuta_HIv1_PredGene_g2788.t1",342,284,225,40,51,38
"Pocillopora_acuta_HIv1_PredGene_g1054.t1",119,139,81,37,18,22
"Pocillopora_acuta_HIv1_PredGene_g2793.t1",308,168,239,28,27,71
"Pocillopora_acuta_HIv1_PredGene_g2796.t1",99,157,180,18,39,61
"Pocillopora_acuta_HIv1_PredGene_g2797.t1",280,161,243,57,41,47
"Pocillopora_acuta_HIv1_PredGene_g2800.t1",20,23,16,25,31,49
"Pocillopora_acuta_HIv1_PredGene_g29388.t1",116,76,94,31,17,24
"Pocillopora_acuta_HIv1_PredGene_g29392.t1",345,326,293,263,443,437
"Pocillopora_acuta_HIv1_PredGene_g1060.t1",1542,1152,1066,1413,2142,1773
"Pocillopora_acuta_HIv1_PredGene_g29401.t1",117,131,106,23,30,29
"Pocillopora_acuta_HIv1_PredGene_17984_t",117,131,106,23,30,29
"Pocillopora_acuta_HIv1_PredGene_g29404.t1",4,4,6,24,34,19
"Pocillopora_acuta_HIv1_PredGene_g29406.t1",21,71,13,43,228,48
"Pocillopora_acuta_HIv1_PredGene_g29406.t2",21,71,13,43,228,48
"Pocillopora_acuta_HIv1_PredGene_g29406.t3",21,71,13,43,228,48
"Pocillopora_acuta_HIv1_PredGene_g1064.t1",132,33,55,135,106,98
"Pocillopora_acuta_HIv1_PredGene_g29407.t1",56,94,110,121,278,316
"Pocillopora_acuta_HIv1_PredGene_17991_t",56,94,110,121,278,316
"Pocillopora_acuta_HIv1_PredGene_g29408.t1",39,36,45,12,7,8
"Pocillopora_acuta_HIv1_PredGene_g29409.t1",65,64,54,108,130,114
"Pocillopora_acuta_HIv1_PredGene_g29413.t1",275,217,155,61,102,78
"Pocillopora_acuta_HIv1_PredGene_g29414.t1",225,173,158,212,189,186
"Pocillopora_acuta_HIv1_PredGene_g29416.t1",987,919,975,381,244,423
"Pocillopora_acuta_HIv1_PredGene_g1069.t1",296,309,160,228,562,300
"Pocillopora_acuta_HIv1_PredGene_g29425.t1",680,600,621,803,682,756
"Pocillopora_acuta_HIv1_PredGene_g29424.t1",220,267,267,60,119,105
"Pocillopora_acuta_HIv1_PredGene_g1070.t1",47,33,40,50,115,66
"Pocillopora_acuta_HIv1_PredGene_g29430.t1",84,60,57,15,18,18
"Pocillopora_acuta_HIv1_PredGene_g29438.t1",551,376,413,155,146,203
"Pocillopora_acuta_HIv1_PredGene_g1071.t1",589,570,488,490,938,978
"Pocillopora_acuta_HIv1_PredGene_g29445.t1",36,43,24,0,0,4
"Pocillopora_acuta_HIv1_PredGene_g29450.t1",24,37,17,0,0,0
"Pocillopora_acuta_HIv1_PredGene_g29451.t1",131,38,90,18,18,27
"Pocillopora_acuta_HIv1_PredGene_g29454.t1",149,190,151,43,44,58
"Pocillopora_acuta_HIv1_PredGene_g29458.t1",247,210,183,17,24,19
"Pocillopora_acuta_HIv1_PredGene_g29460.t1",669,415,584,158,237,203
"Pocillopora_acuta_HIv1_PredGene_g29461.t1",148,109,164,295,218,467
"Pocillopora_acuta_HIv1_PredGene_g25199.t1",1578,1330,1159,1257,1714,1620
"Pocillopora_acuta_HIv1_PredGene_g25201.t1",149,131,103,141,184,184
"Pocillopora_acuta_HIv1_PredGene_g25206.t1",321,200,260,86,109,110
"Pocillopora_acuta_HIv1_PredGene_18061_t",2,11,3,17,35,18
"Pocillopora_acuta_HIv1_PredGene_g25217.t1",2,11,3,17,35,18
"Pocillopora_acuta_HIv1_PredGene_g25224.t1",3,2,0,29,25,26
"Pocillopora_acuta_HIv1_PredGene_18072_t",49,154,109,12,22,21
"Pocillopora_acuta_HIv1_PredGene_g25228.t1",49,154,109,12,22,21
"Pocillopora_acuta_HIv1_PredGene_g25229.t1",130,276,163,27,39,51
"Pocillopora_acuta_HIv1_PredGene_18073_t",130,276,163,27,39,51
"Pocillopora_acuta_HIv1_PredGene_g25231.t2",119,54,76,12,6,12
"Pocillopora_acuta_HIv1_PredGene_g25231.t3",119,54,76,12,6,12
"Pocillopora_acuta_HIv1_PredGene_g25231.t1",119,54,76,12,6,12
"Pocillopora_acuta_HIv1_PredGene_g25234.t1",19,7,34,23,49,73
"Pocillopora_acuta_HIv1_PredGene_g25240.t1",312,241,236,81,137,108
"Pocillopora_acuta_HIv1_PredGene_g25242.t1",320,260,206,851,553,749
"Pocillopora_acuta_HIv1_PredGene_g25244.t1",50,63,48,85,163,109
"Pocillopora_acuta_HIv1_PredGene_g25249.t1",276,302,255,320,381,500
"Pocillopora_acuta_HIv1_PredGene_g25255.t1",345,406,312,22,18,23
"Pocillopora_acuta_HIv1_PredGene_g25257.t1",704,538,545,219,288,250
"Pocillopora_acuta_HIv1_PredGene_g25265.t1",400,331,374,299,351,445
"Pocillopora_acuta_HIv1_PredGene_g25272.t1",416,179,291,90,54,96
"Pocillopora_acuta_HIv1_PredGene_g25284.t1",141,122,92,37,21,29
"Pocillopora_acuta_HIv1_PredGene_18129_t",141,122,92,37,21,29
"Pocillopora_acuta_HIv1_PredGene_g26487.t1",291,231,220,222,291,273
"Pocillopora_acuta_HIv1_PredGene_g1093.t1",3209,3650,2850,6745,11334,9731
"Pocillopora_acuta_HIv1_PredGene_g26494.t1",8,24,6,81,20,35
"Pocillopora_acuta_HIv1_PredGene_g26500.t1",265,275,244,307,460,402
"Pocillopora_acuta_HIv1_PredGene_g26501.t1",263,220,261,56,90,110
"Pocillopora_acuta_HIv1_PredGene_g26503.t1",204,219,202,84,28,53
"Pocillopora_acuta_HIv1_PredGene_g26504.t1",19,21,25,0,0,0
"Pocillopora_acuta_HIv1_PredGene_18167_t",19,21,25,0,0,0
