transcript_id,1041.gtf,1471.gtf,1637.gtf,Sample1.gtf,Sample2.gtf,Sample3.gtf
Pocillopora_acuta_HIv1_PredGene_g7711.t1,0,12,0,0,0,64
Pocillopora_acuta_HIv1_PredGene_g24855.t1,107,55,74,23,36,23
Pocillopora_acuta_HIv1_PredGene_g24818.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_16833_t,0,23,0,0,64,69
Pocillopora_acuta_HIv1_PredGene_g7592.t1,75,94,42,57,34,27
Pocillopora_acuta_HIv1_PredGene_g10823.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21205.t1,0,0,18,0,0,6
Pocillopora_acuta_HIv1_PredGene_g30809.t1,605,503,344,329,338,353
Pocillopora_acuta_HIv1_PredGene_g13901.t1,60,121,85,114,167,196
Pocillopora_acuta_HIv1_PredGene_g16565.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4844.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9338.t1,45,37,45,41,31,21
Pocillopora_acuta_HIv1_PredGene_g13551.t1,29,0,9,28,6,20
Pocillopora_acuta_HIv1_PredGene_12764_t,4,0,5,0,0,0
Pocillopora_acuta_HIv1_PredGene_g775.t1,0,49,0,11,67,40
Pocillopora_acuta_HIv1_PredGene_g25080.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g7594.t1,644,728,413,274,324,264
Pocillopora_acuta_HIv1_PredGene_g28647.t1,0,0,0,0,6,0
Pocillopora_acuta_HIv1_PredGene_g16529.t1,2339,1866,1908,1471,2081,1784
Pocillopora_acuta_HIv1_PredGene_g27389.t1,0,1,0,2,4,2
Pocillopora_acuta_HIv1_PredGene_g260.t1,10,9,15,8,22,10
Pocillopora_acuta_HIv1_PredGene_g15184.t1,491,417,417,264,242,355
Pocillopora_acuta_HIv1_PredGene_g3926.t1,309,224,242,110,110,141
Pocillopora_acuta_HIv1_PredGene_32312_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13530.t1,139,35,41,49,6,16
Pocillopora_acuta_HIv1_PredGene_g19529.t1,154,190,178,92,111,144
Pocillopora_acuta_HIv1_PredGene_g3837.t1,0,0,1,2,6,3
Pocillopora_acuta_HIv1_PredGene_g23044.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12177.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12499.t1,62,122,72,32,60,48
Pocillopora_acuta_HIv1_PredGene_g11890.t3,23,9,11,7,0,0
Pocillopora_acuta_HIv1_PredGene_g11890.t2,0,19,27,0,12,11
Pocillopora_acuta_HIv1_PredGene_g11890.t1,0,1,0,0,7,0
Pocillopora_acuta_HIv1_PredGene_g9579.t1,566,588,487,487,502,511
Pocillopora_acuta_HIv1_PredGene_g9579.t2,10,46,47,0,0,58
Pocillopora_acuta_HIv1_PredGene_g20759.t1,79,154,104,36,49,39
Pocillopora_acuta_HIv1_PredGene_g15855.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3255.t1,14,15,24,5,5,8
Pocillopora_acuta_HIv1_PredGene_g30433.t1,35,10,27,10,11,18
Pocillopora_acuta_HIv1_PredGene_g7208.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17627.t1,8285,7621,6715,3748,5543,4931
Pocillopora_acuta_HIv1_PredGene_g33207.t1,43,21,31,45,76,40
Pocillopora_acuta_HIv1_PredGene_g18729.t1,141,0,154,148,7,150
Pocillopora_acuta_HIv1_PredGene_16846_t,0,0,0,43,28,900
Pocillopora_acuta_HIv1_PredGene_11962_t,9,0,5,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17307.t1,0,19,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_10863_t,2,3,3,6,8,8
Pocillopora_acuta_HIv1_PredGene_g32799.t1,53,49,44,30,67,51
Pocillopora_acuta_HIv1_PredGene_g6.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g1994.t1,0,0,0,0,12,0
Pocillopora_acuta_HIv1_PredGene_g2128.t1,10,1,11,17,26,19
Pocillopora_acuta_HIv1_PredGene_g7929.t1,22,24,23,6,10,14
Pocillopora_acuta_HIv1_PredGene_g17625.t1,29,49,19,26,48,47
Pocillopora_acuta_HIv1_PredGene_g29728.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3071.t1,126,145,98,23,26,30
Pocillopora_acuta_HIv1_PredGene_g27898.t1,0,0,2,2,3,0
Pocillopora_acuta_HIv1_PredGene_g3924.t1,51,30,24,39,83,47
Pocillopora_acuta_HIv1_PredGene_g4492.t1,18,18,10,22,22,12
Pocillopora_acuta_HIv1_PredGene_g12956.t1,34,22,31,7,27,30
Pocillopora_acuta_HIv1_PredGene_g194.t1,1029,1159,1093,985,1825,1597
Pocillopora_acuta_HIv1_PredGene_g9718.t2,0,0,13,0,0,4
Pocillopora_acuta_HIv1_PredGene_g5128.t1,72,65,52,27,36,20
Pocillopora_acuta_HIv1_PredGene_g9718.t1,6,10,3,5,4,2
Pocillopora_acuta_HIv1_PredGene_g15030.t1,91,41,121,205,120,249
Pocillopora_acuta_HIv1_PredGene_g99.t1,159,140,104,128,119,116
Pocillopora_acuta_HIv1_PredGene_g4.t1,0,0,0,4,0,6
Pocillopora_acuta_HIv1_PredGene_g18167.t1,1264,826,1064,395,419,411
Pocillopora_acuta_HIv1_PredGene_g11808.t1,4,0,0,4,0,8
Pocillopora_acuta_HIv1_PredGene_g27702.t1,74,0,15,0,0,55
Pocillopora_acuta_HIv1_PredGene_g12529.t1,259,396,272,113,149,169
Pocillopora_acuta_HIv1_PredGene_g2468.t1,260,140,180,17,12,20
Pocillopora_acuta_HIv1_PredGene_g3257.t1,78,105,95,21,21,18
Pocillopora_acuta_HIv1_PredGene_g27432.t1,54,108,108,22,52,28
Pocillopora_acuta_HIv1_PredGene_g7782.t1,36,44,41,24,28,35
Pocillopora_acuta_HIv1_PredGene_g6263.t3,0,0,0,0,9,0
Pocillopora_acuta_HIv1_PredGene_2901_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30751.t1,270,367,227,83,114,64
Pocillopora_acuta_HIv1_PredGene_g14743.t1,0,0,0,0,0,3
Pocillopora_acuta_HIv1_PredGene_15186_t,49,137,25,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9011.t1,5,24,22,6,11,18
Pocillopora_acuta_HIv1_PredGene_g7904.t1,5,3,9,14,53,41
Pocillopora_acuta_HIv1_PredGene_20502_t,375,146,148,211,124,92
Pocillopora_acuta_HIv1_PredGene_g9038.t1,515,172,269,213,121,174
Pocillopora_acuta_HIv1_PredGene_g9196.t1,49,49,59,51,18,41
Pocillopora_acuta_HIv1_PredGene_g29609.t1,0,0,0,0,1,0
Pocillopora_acuta_HIv1_PredGene_g14891.t1,0,3,0,0,5,2
Pocillopora_acuta_HIv1_PredGene_9410_t,0,0,0,15,0,1
Pocillopora_acuta_HIv1_PredGene_g16033.t1,76,109,85,62,125,143
Pocillopora_acuta_HIv1_PredGene_g15641.t1,10,0,11,9,12,23
Pocillopora_acuta_HIv1_PredGene_g30753.t1,56,42,53,159,97,193
Pocillopora_acuta_HIv1_PredGene_g19798.t1,0,0,0,0,10,0
Pocillopora_acuta_HIv1_PredGene_g21006.t1,0,0,0,2,0,2
Pocillopora_acuta_HIv1_PredGene_g20147.t1,0,0,0,0,5,4
Pocillopora_acuta_HIv1_PredGene_g13799.t1,34,16,33,9,8,14
Pocillopora_acuta_HIv1_PredGene_g4972.t1,7,0,10,31,6,25
Pocillopora_acuta_HIv1_PredGene_g2573.t1,359,358,304,173,149,199
Pocillopora_acuta_HIv1_PredGene_g4906.t1,0,0,0,0,10,1
Pocillopora_acuta_HIv1_PredGene_g13447.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26939.t1,47,10,20,4,0,8
Pocillopora_acuta_HIv1_PredGene_g32337.t1,10,0,0,3,5,15
Pocillopora_acuta_HIv1_PredGene_g20087.t1,0,0,0,7,9,3
Pocillopora_acuta_HIv1_PredGene_g30449.t1,116,65,48,55,40,40
Pocillopora_acuta_HIv1_PredGene_g24328.t1,32,59,29,43,71,64
Pocillopora_acuta_HIv1_PredGene_g4809.t1,0,0,4,0,4,0
Pocillopora_acuta_HIv1_PredGene_g4166.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27270.t1,3,4,7,9,11,19
Pocillopora_acuta_HIv1_PredGene_g24502.t2,844,431,328,642,0,254
Pocillopora_acuta_HIv1_PredGene_g24502.t1,110,361,326,191,598,391
Pocillopora_acuta_HIv1_PredGene_g32551.t1,59,63,63,19,19,11
Pocillopora_acuta_HIv1_PredGene_g7780.t1,149,120,186,46,69,123
Pocillopora_acuta_HIv1_PredGene_g14138.t1,7,17,8,10,7,5
Pocillopora_acuta_HIv1_PredGene_g23904.t1,50,19,51,29,21,17
Pocillopora_acuta_HIv1_PredGene_g4469.t1,15,19,10,11,17,19
Pocillopora_acuta_HIv1_PredGene_g4023.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9815.t1,56,59,50,12,0,0
Pocillopora_acuta_HIv1_PredGene_g31617.t1,16,0,0,6,3,7
Pocillopora_acuta_HIv1_PredGene_g19603.t1,21,68,14,6,34,4
Pocillopora_acuta_HIv1_PredGene_g4531.t1,104,75,102,34,28,35
Pocillopora_acuta_HIv1_PredGene_g22124.t1,8,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4300.t1,95,52,55,43,24,41
Pocillopora_acuta_HIv1_PredGene_g31425.t1,405,476,496,235,344,387
Pocillopora_acuta_HIv1_PredGene_g25764.t1,0,0,4,3,0,5
Pocillopora_acuta_HIv1_PredGene_g25204.t1,5,0,1,2,2,2
Pocillopora_acuta_HIv1_PredGene_g27175.t1,303,294,221,160,245,162
Pocillopora_acuta_HIv1_PredGene_10661_t,7,0,18,4,0,7
Pocillopora_acuta_HIv1_PredGene_g32361.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g21004.t1,0,0,7,6,9,11
Pocillopora_acuta_HIv1_PredGene_g3862.t1,18,16,18,5,5,0
Pocillopora_acuta_HIv1_PredGene_g24616.t1,56,50,46,18,12,14
Pocillopora_acuta_HIv1_PredGene_g12149.t1,142,138,97,35,48,39
Pocillopora_acuta_HIv1_PredGene_g10698.t1,24,17,24,7,4,9
Pocillopora_acuta_HIv1_PredGene_g15638.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27177.t1,270,359,345,108,91,89
Pocillopora_acuta_HIv1_PredGene_g33067.t1,179,208,146,140,88,91
Pocillopora_acuta_HIv1_PredGene_g19281.t1,1,1,10,4,3,6
Pocillopora_acuta_HIv1_PredGene_g4846.t1,0,0,112,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7319.t1,4,3,8,5,2,3
Pocillopora_acuta_HIv1_PredGene_g6409.t1,152,149,136,49,60,48
Pocillopora_acuta_HIv1_PredGene_g32553.t1,15,17,22,6,7,5
Pocillopora_acuta_HIv1_PredGene_g32553.t2,10,8,5,4,2,2
Pocillopora_acuta_HIv1_PredGene_g6059.t1,2,9,0,5,5,3
Pocillopora_acuta_HIv1_PredGene_g12859.t1,245,100,190,165,104,173
Pocillopora_acuta_HIv1_PredGene_7312_t,0,0,0,5,6,23
Pocillopora_acuta_HIv1_PredGene_g9817.t1,27,22,28,15,27,45
Pocillopora_acuta_HIv1_PredGene_g13157.t1,18,29,16,17,30,12
Pocillopora_acuta_HIv1_PredGene_g5858.t1,0,0,3,5,1,1
Pocillopora_acuta_HIv1_PredGene_12270_t,745,668,466,148,59,51
Pocillopora_acuta_HIv1_PredGene_g5781.t1,288,85,100,166,35,49
Pocillopora_acuta_HIv1_PredGene_g16647.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33474.t1,10,14,1,8,4,4
Pocillopora_acuta_HIv1_PredGene_g15918.t3,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5366.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1190.t1,582,331,341,245,312,320
Pocillopora_acuta_HIv1_PredGene_g2168.t1,0,0,0,2,25,0
Pocillopora_acuta_HIv1_PredGene_g30544.t1,358,367,399,136,219,190
Pocillopora_acuta_HIv1_PredGene_g5114.t1,0,10,0,0,7,2
Pocillopora_acuta_HIv1_PredGene_g21479.t1,3,5,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1996.t1,0,0,0,0,0,3
Pocillopora_acuta_HIv1_PredGene_g25465.t1,16,74,23,3,15,12
Pocillopora_acuta_HIv1_PredGene_g14872.t1,16,32,0,7,40,24
Pocillopora_acuta_HIv1_PredGene_g6341.t2,56,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g6341.t1,21,96,87,83,76,124
Pocillopora_acuta_HIv1_PredGene_g33476.t1,0,0,0,0,1,0
Pocillopora_acuta_HIv1_PredGene_22046_t,39,72,43,18,20,27
Pocillopora_acuta_HIv1_PredGene_g21061.t1,42,48,70,29,0,31
Pocillopora_acuta_HIv1_PredGene_g8766.t1,50,62,69,39,16,27
Pocillopora_acuta_HIv1_PredGene_g33065.t1,28,33,19,18,17,35
Pocillopora_acuta_HIv1_PredGene_g15655.t1,6,0,3,3,4,0
Pocillopora_acuta_HIv1_PredGene_g2149.t1,7,0,5,16,5,18
Pocillopora_acuta_HIv1_PredGene_g6788.t1,6,12,0,0,15,8
Pocillopora_acuta_HIv1_PredGene_g19213.t1,0,0,0,4,8,0
Pocillopora_acuta_HIv1_PredGene_g23759.t1,0,0,31,0,0,2
Pocillopora_acuta_HIv1_PredGene_g12630.t1,36,9,47,17,8,27
Pocillopora_acuta_HIv1_PredGene_g12630.t2,0,0,0,0,0,4
Pocillopora_acuta_HIv1_PredGene_g10669.t1,117,131,106,23,30,29
Pocillopora_acuta_HIv1_PredGene_g1192.t1,67,59,80,18,19,36
Pocillopora_acuta_HIv1_PredGene_10521_t,11,13,1,0,6,7
Pocillopora_acuta_HIv1_PredGene_g5116.t1,151,52,110,108,123,163
Pocillopora_acuta_HIv1_PredGene_g11612.t1,36,33,64,8,10,22
Pocillopora_acuta_HIv1_PredGene_g7763.t1,74,138,112,75,105,98
Pocillopora_acuta_HIv1_PredGene_g12434.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g15685.t1,147,138,359,235,297,446
Pocillopora_acuta_HIv1_PredGene_g931.t1,75,72,52,29,62,35
Pocillopora_acuta_HIv1_PredGene_g23784.t1,44,63,39,23,33,22
Pocillopora_acuta_HIv1_PredGene_11558_t,189,10,77,90,56,0
Pocillopora_acuta_HIv1_PredGene_g20651.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3885.t2,136,119,238,83,379,92
Pocillopora_acuta_HIv1_PredGene_g3885.t1,495,383,170,232,537,444
Pocillopora_acuta_HIv1_PredGene_g19348.t1,171,119,64,29,51,28
Pocillopora_acuta_HIv1_PredGene_g25088.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14759.t1,37,41,58,21,54,24
Pocillopora_acuta_HIv1_PredGene_g29445.t1,50,23,18,0,5,0
Pocillopora_acuta_HIv1_PredGene_g29408.t1,831,739,742,851,944,825
Pocillopora_acuta_HIv1_PredGene_g11022.t1,16,21,17,0,18,0
Pocillopora_acuta_HIv1_PredGene_g14183.t1,5,14,6,3,8,7
Pocillopora_acuta_HIv1_PredGene_g18889.t1,424,542,521,220,221,220
Pocillopora_acuta_HIv1_PredGene_g19399.t1,80,303,110,37,106,49
Pocillopora_acuta_HIv1_PredGene_18962_t,0,0,1,35,37,16
Pocillopora_acuta_HIv1_PredGene_g4774.t1,720,648,574,397,807,561
Pocillopora_acuta_HIv1_PredGene_g33129.t1,127,195,174,19,14,18
Pocillopora_acuta_HIv1_PredGene_g17243.t1,0,0,0,0,5,1
Pocillopora_acuta_HIv1_PredGene_g13933.t1,7,62,4,3,29,0
Pocillopora_acuta_HIv1_PredGene_g27123.t1,6,0,0,11,0,5
Pocillopora_acuta_HIv1_PredGene_g8352.t1,1,6,0,6,2,3
Pocillopora_acuta_HIv1_PredGene_g1015.t1,291,231,101,273,251,213
Pocillopora_acuta_HIv1_PredGene_g17657.t1,137,152,205,52,61,65
Pocillopora_acuta_HIv1_PredGene_g14495.t1,2,0,2,8,7,13
Pocillopora_acuta_HIv1_PredGene_g25206.t1,13,18,9,3,5,8
Pocillopora_acuta_HIv1_PredGene_g20929.t1,38,19,29,12,27,8
Pocillopora_acuta_HIv1_PredGene_g29598.t1,3,0,0,5,9,5
Pocillopora_acuta_HIv1_PredGene_g2372.t1,0,0,0,15,22,40
Pocillopora_acuta_HIv1_PredGene_g7661.t1,0,0,7,0,5,5
Pocillopora_acuta_HIv1_PredGene_g10014.t1,0,48,46,29,61,67
Pocillopora_acuta_HIv1_PredGene_g23906.t1,17,14,24,9,5,8
Pocillopora_acuta_HIv1_PredGene_g16968.t1,0,0,0,0,17,4
Pocillopora_acuta_HIv1_PredGene_g13931.t1,313,190,339,119,170,228
Pocillopora_acuta_HIv1_PredGene_g23418.t1,0,0,0,2,8,1
Pocillopora_acuta_HIv1_PredGene_g1428.t1,4,28,26,8,27,10
Pocillopora_acuta_HIv1_PredGene_g4813.t1,54,8,15,46,26,45
Pocillopora_acuta_HIv1_PredGene_g25048.t1,36,73,30,34,21,8
Pocillopora_acuta_HIv1_PredGene_g32927.t1,315,335,257,192,197,220
Pocillopora_acuta_HIv1_PredGene_g6397.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14375.t1,98,113,108,34,57,61
Pocillopora_acuta_HIv1_PredGene_g21441.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21091.t1,4791,2129,2540,2424,1982,1996
Pocillopora_acuta_HIv1_PredGene_g9887.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1017.t1,162,197,204,119,239,228
Pocillopora_acuta_HIv1_PredGene_g8913.t1,692,521,556,329,413,377
Pocillopora_acuta_HIv1_PredGene_g14497.t1,24,11,28,20,23,14
Pocillopora_acuta_HIv1_PredGene_g27690.t1,0,0,0,0,0,1
Pocillopora_acuta_HIv1_PredGene_g1450.t1,8,3,6,0,10,10
Pocillopora_acuta_HIv1_PredGene_g20131.t1,0,0,0,0,5,29
Pocillopora_acuta_HIv1_PredGene_g29680.t1,89,81,87,31,51,70
Pocillopora_acuta_HIv1_PredGene_g23348.t1,236,250,199,193,47,0
Pocillopora_acuta_HIv1_PredGene_1721_t,108,82,85,54,119,92
Pocillopora_acuta_HIv1_PredGene_g5323.t1,83,72,110,19,34,39
Pocillopora_acuta_HIv1_PredGene_g30505.t1,17,19,9,6,12,6
Pocillopora_acuta_HIv1_PredGene_g31301.t1,66,5,175,25,2,31
Pocillopora_acuta_HIv1_PredGene_g12588.t1,4,0,0,3,9,9
Pocillopora_acuta_HIv1_PredGene_g16899.t1,0,0,0,3,4,0
Pocillopora_acuta_HIv1_PredGene_g6917.t1,264,83,109,233,129,174
Pocillopora_acuta_HIv1_PredGene_g33246.t1,430,391,267,123,79,92
Pocillopora_acuta_HIv1_PredGene_g15462.t1,614,854,614,367,361,368
Pocillopora_acuta_HIv1_PredGene_g17888.t1,0,4,0,4,6,0
Pocillopora_acuta_HIv1_PredGene_g6395.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g31641.t1,0,0,0,0,10,10
Pocillopora_acuta_HIv1_PredGene_g19617.t1,86,42,37,32,36,22
Pocillopora_acuta_HIv1_PredGene_g14615.t1,341,374,343,352,613,572
Pocillopora_acuta_HIv1_PredGene_g17220.t1,36,47,27,17,27,10
Pocillopora_acuta_HIv1_PredGene_g30603.t1,108,21,65,56,27,41
Pocillopora_acuta_HIv1_PredGene_g30507.t1,11,0,4,36,4,51
Pocillopora_acuta_HIv1_PredGene_g1312.t1,13805,15132,12573,2203,5282,3950
Pocillopora_acuta_HIv1_PredGene_g1312.t2,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25647.t1,49,48,39,96,29,30
Pocillopora_acuta_HIv1_PredGene_g17328.t1,2698,2291,2243,444,407,447
Pocillopora_acuta_HIv1_PredGene_g9885.t1,4,15,5,0,5,3
Pocillopora_acuta_HIv1_PredGene_g7258.t1,63,86,77,21,51,55
Pocillopora_acuta_HIv1_PredGene_g14899.t1,40,27,47,28,37,48
Pocillopora_acuta_HIv1_PredGene_g12087.t1,845,927,552,336,442,438
Pocillopora_acuta_HIv1_PredGene_g25369.t1,4165,3602,3003,1231,1458,1502
Pocillopora_acuta_HIv1_PredGene_g10829.t1,0,0,0,2,0,0
Pocillopora_acuta_HIv1_PredGene_g25507.t1,546,815,518,250,426,347
Pocillopora_acuta_HIv1_PredGene_g30920.t1,26,16,24,10,15,7
Pocillopora_acuta_HIv1_PredGene_g15401.t1,8,0,0,5,6,34
Pocillopora_acuta_HIv1_PredGene_g29682.t1,7,6,6,3,5,0
Pocillopora_acuta_HIv1_PredGene_g8870.t1,138,155,220,68,127,140
Pocillopora_acuta_HIv1_PredGene_g2618.t1,81,59,93,31,21,47
Pocillopora_acuta_HIv1_PredGene_g16400.t1,5,0,0,14,12,14
Pocillopora_acuta_HIv1_PredGene_g29341.t1,0,0,6,6,8,5
Pocillopora_acuta_HIv1_PredGene_19647_t,0,34,0,15,6,20
Pocillopora_acuta_HIv1_PredGene_g32477.t1,206,196,160,89,103,68
Pocillopora_acuta_HIv1_PredGene_g3591.t1,849,856,655,690,1009,856
Pocillopora_acuta_HIv1_PredGene_g29665.t1,229,239,266,177,197,256
Pocillopora_acuta_HIv1_PredGene_g15460.t1,232,168,206,219,277,280
Pocillopora_acuta_HIv1_PredGene_g29542.t1,519,365,265,287,386,420
Pocillopora_acuta_HIv1_PredGene_g8851.t1,0,0,0,3,3,5
Pocillopora_acuta_HIv1_PredGene_g31643.t1,48,74,40,16,16,15
Pocillopora_acuta_HIv1_PredGene_g25994.t1,548,478,340,335,435,401
Pocillopora_acuta_HIv1_PredGene_g21011.t1,0,0,2,18,40,32
Pocillopora_acuta_HIv1_PredGene_g27856.t1,0,0,0,0,0,11
Pocillopora_acuta_HIv1_PredGene_g11016.t1,3,0,9,11,8,3
Pocillopora_acuta_HIv1_PredGene_g16569.t1,39,10,31,8,16,10
Pocillopora_acuta_HIv1_PredGene_g8872.t1,1323,3701,984,586,914,557
Pocillopora_acuta_HIv1_PredGene_g2653.t1,0,0,0,3,5,3
Pocillopora_acuta_HIv1_PredGene_g6229.t1,30,28,25,8,19,6
Pocillopora_acuta_HIv1_PredGene_g5705.t1,9,2,17,12,18,24
Pocillopora_acuta_HIv1_PredGene_g9663.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25996.t1,471,349,489,466,516,489
Pocillopora_acuta_HIv1_PredGene_g25505.t1,577,491,490,611,645,654
Pocillopora_acuta_HIv1_PredGene_g25344.t1,6,22,6,11,20,7
Pocillopora_acuta_HIv1_PredGene_g16402.t1,237,269,212,79,133,121
Pocillopora_acuta_HIv1_PredGene_g31977.t1,0,11,0,0,21,0
Pocillopora_acuta_HIv1_PredGene_g23612.t1,357,288,176,120,181,163
Pocillopora_acuta_HIv1_PredGene_g22171.t1,0,0,0,0,0,4
Pocillopora_acuta_HIv1_PredGene_g9489.t1,15,19,37,12,18,9
Pocillopora_acuta_HIv1_PredGene_g1908.t1,16,55,35,0,6,0
Pocillopora_acuta_HIv1_PredGene_g6748.t1,0,3,0,4,50,8
Pocillopora_acuta_HIv1_PredGene_g22667.t1,12,17,7,14,22,14
Pocillopora_acuta_HIv1_PredGene_g468.t1,134,102,103,34,38,38
Pocillopora_acuta_HIv1_PredGene_g9573.t5,4,0,0,6,11,7
Pocillopora_acuta_HIv1_PredGene_g9573.t4,0,1,1,4,1,2
Pocillopora_acuta_HIv1_PredGene_g9319.t1,158,183,152,96,101,96
Pocillopora_acuta_HIv1_PredGene_g9573.t2,0,0,0,0,0,10
Pocillopora_acuta_HIv1_PredGene_g9573.t1,92,176,58,291,202,339
Pocillopora_acuta_HIv1_PredGene_g6467.t1,7059,7030,6456,876,1018,787
Pocillopora_acuta_HIv1_PredGene_g3868.t2,536,357,437,577,1027,928
Pocillopora_acuta_HIv1_PredGene_g31975.t1,205,144,159,48,33,30
Pocillopora_acuta_HIv1_PredGene_g3868.t1,455,575,627,722,677,1055
Pocillopora_acuta_HIv1_PredGene_g15219.t2,419,319,399,98,137,78
Pocillopora_acuta_HIv1_PredGene_g15219.t1,167,242,128,128,96,237
Pocillopora_acuta_HIv1_PredGene_g11014.t1,19,33,13,0,17,11
Pocillopora_acuta_HIv1_PredGene_g23258.t1,0,0,0,2,10,3
Pocillopora_acuta_HIv1_PredGene_g21013.t1,6,3,9,21,10,18
Pocillopora_acuta_HIv1_PredGene_g11453.t1,0,0,0,4,38,0
Pocillopora_acuta_HIv1_PredGene_g5707.t1,69,45,57,23,15,31
Pocillopora_acuta_HIv1_PredGene_g15481.t1,0,0,0,6,4,8
Pocillopora_acuta_HIv1_PredGene_g18816.t1,95,248,77,55,268,87
Pocillopora_acuta_HIv1_PredGene_g21801.t1,23,73,100,114,3,54
Pocillopora_acuta_HIv1_PredGene_g31102.t1,671,474,506,226,232,279
Pocillopora_acuta_HIv1_PredGene_1779_t,0,107,79,39,38,56
Pocillopora_acuta_HIv1_PredGene_14796_t,163,206,23,155,206,211
Pocillopora_acuta_HIv1_PredGene_g25346.t1,0,0,0,4,3,0
Pocillopora_acuta_HIv1_PredGene_g15251.t1,189,196,101,117,280,174
Pocillopora_acuta_HIv1_PredGene_2254_t,777,833,527,617,989,511
Pocillopora_acuta_HIv1_PredGene_g25409.t1,42,77,80,30,41,38
Pocillopora_acuta_HIv1_PredGene_g6007.t1,73,97,52,37,31,44
Pocillopora_acuta_HIv1_PredGene_g20977.t1,6,6,8,8,8,12
Pocillopora_acuta_HIv1_PredGene_g3006.t1,2,0,0,0,3,4
Pocillopora_acuta_HIv1_PredGene_g18964.t1,18,6,0,8,2,6
Pocillopora_acuta_HIv1_PredGene_g19299.t1,0,0,1,1,2,3
Pocillopora_acuta_HIv1_PredGene_g18029.t1,0,0,0,24,30,32
Pocillopora_acuta_HIv1_PredGene_27484_t,312,274,233,171,170,200
Pocillopora_acuta_HIv1_PredGene_g25520.t1,74,91,73,23,30,35
Pocillopora_acuta_HIv1_PredGene_g32716.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32836.t1,8,2,3,12,5,5
Pocillopora_acuta_HIv1_PredGene_g22665.t1,10,27,14,5,4,4
Pocillopora_acuta_HIv1_PredGene_g3065.t1,8,178,60,7,124,24
Pocillopora_acuta_HIv1_PredGene_g1183.t1,20,8,21,20,19,33
Pocillopora_acuta_HIv1_PredGene_g11422.t1,57,68,38,28,99,68
Pocillopora_acuta_HIv1_PredGene_g25014.t1,479,640,242,333,446,223
Pocillopora_acuta_HIv1_PredGene_g4423.t1,41,50,50,0,24,11
Pocillopora_acuta_HIv1_PredGene_g25489.t1,82,123,83,39,56,86
Pocillopora_acuta_HIv1_PredGene_g2340.t1,758,382,367,567,770,722
Pocillopora_acuta_HIv1_PredGene_g19444.t1,21,30,22,15,27,27
Pocillopora_acuta_HIv1_PredGene_g2340.t2,242,282,457,260,0,335
Pocillopora_acuta_HIv1_PredGene_g1452.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g33558.t1,40,56,56,37,55,41
Pocillopora_acuta_HIv1_PredGene_g31100.t1,48,28,62,22,18,22
