"","X1101.2.gtf","X1548.2.gtf","X1628.2.gtf","Sample4.2.gtf","Sample5.2.gtf","Sample6.2.gtf"
"MSTRG.51465",883,916,929,32,30,34
"MSTRG.51467",591,593,661,53,26,19
"MSTRG.51460",167,198,163,6,6,16
"MSTRG.51463",536,224,300,72,45,55
"MSTRG.50333",0,0,0,17,19,21
"MSTRG.10608",5,7,12,9,16,12
"MSTRG.50336",0,0,17,10,12,11
"MSTRG.50335",14,4,2,26,17,15
"MSTRG.50334",0,0,0,21,18,24
"MSTRG.50339",0,0,0,15,17,15
"MSTRG.50338",0,0,0,12,12,12
"MSTRG.53826",25,42,8,21,26,15
"MSTRG.53827",21,50,29,22,23,21
"MSTRG.53824",23,16,42,12,38,38
"MSTRG.53825",175,162,124,11,16,16
"MSTRG.53822",388,303,220,41,32,36
"MSTRG.53823",192,129,158,18,17,21
"MSTRG.53820",560,737,487,18,22,26
"MSTRG.53821",840,496,727,0,6,6
"MSTRG.53828",25,78,46,13,13,14
"MSTRG.53829",28,61,11,17,32,30
"MSTRG.26319",0,2,0,24,27,25
"MSTRG.26311",6,18,5,40,47,41
"MSTRG.26313",3,0,0,33,18,19
"MSTRG.10390",4,2,0,24,13,17
"MSTRG.14432",0,3,0,66,25,51
"MSTRG.14433",6,24,13,16,10,18
"MSTRG.10395",0,2,2,35,30,26
"MSTRG.10396",151,169,221,15,11,8
"MSTRG.44365",1089,1093,681,17,15,11
"MSTRG.45895",1296,1174,590,68,57,62
"MSTRG.36879",3920,4535,1662,187,140,155
"MSTRG.39402",170,183,23,30,24,24
"MSTRG.39405",26,47,20,3,0,0
"MSTRG.39407",209,128,154,10,13,11
"MSTRG.39408",7396,4577,5095,35,16,36
"MSTRG.45553",0,0,0,30,23,20
"MSTRG.40587",10,18,0,14,11,9
"MSTRG.46531",18,0,0,13,4,15
"MSTRG.40580",387,260,456,6,12,5
"MSTRG.40583",306,220,454,19,13,15
"MSTRG.1358",18,9,17,8,24,16
"MSTRG.13552",351,669,402,26,15,22
"MSTRG.5843",256,100,121,15,17,15
"MSTRG.13550",2029,2118,2318,20,6,19
"MSTRG.44367",109,71,194,15,11,8
"MSTRG.5844",726,541,878,8,4,6
"MSTRG.13551",1314,1211,1242,26,28,22
"MSTRG.23016",600,494,487,71,67,51
"MSTRG.33803",298,217,369,11,28,17
"MSTRG.36873",110,125,243,0,2,6
"MSTRG.32171",1740,851,516,24,9,13
"MSTRG.32170",154,190,139,29,29,20
"MSTRG.45658",0,0,0,16,16,12
"MSTRG.45890",11,14,14,12,12,10
"MSTRG.10978",128,164,92,17,28,23
"MSTRG.53173",25,29,16,10,5,10
"MSTRG.10975",22,41,48,10,22,14
"MSTRG.10974",73,21,26,8,10,3
"MSTRG.10977",555,381,304,0,0,13
"MSTRG.10976",18,49,24,14,19,13
"MSTRG.10971",17,84,53,6,21,12
"MSTRG.10973",0,0,0,16,22,36
"MSTRG.32174",211,162,168,8,10,11
"MSTRG.41982",65,32,18,14,8,11
"MSTRG.41986",93,42,8,12,11,0
"MSTRG.16261",10632,11245,0,247,228,9
"MSTRG.41984",56,31,22,0,6,13
"MSTRG.41988",165,153,115,5,15,16
"MSTRG.52883",496,302,266,22,6,20
"MSTRG.52881",6,0,4,52,24,46
"MSTRG.52880",96,170,103,7,5,6
"MSTRG.45652",617,969,598,11,15,16
"MSTRG.32178",3,0,12,29,22,20
"MSTRG.30244",0,0,0,20,25,33
"MSTRG.12537",419,312,207,15,17,16
"MSTRG.19704",303,192,333,8,12,8
"MSTRG.12535",267,237,140,12,8,11
"MSTRG.12534",70,28,19,0,1,0
"MSTRG.12533",0,0,3,20,21,40
"MSTRG.12531",1,2,0,18,17,29
"MSTRG.12530",315,314,180,37,39,23
"MSTRG.39331",424,404,381,31,42,32
"MSTRG.19709",13,12,14,2,1,2
"MSTRG.45654",11,16,26,16,15,19
"MSTRG.44363",747,705,547,22,23,26
"MSTRG.7217",34,56,32,7,28,26
"MSTRG.41675",41,15,47,23,33,16
"MSTRG.7215",62,108,43,9,19,20
"MSTRG.41677",740,714,556,21,23,11
"MSTRG.41670",316,287,372,26,26,32
"MSTRG.41671",311,399,242,32,32,24
"MSTRG.41678",1825,1960,2586,37,39,29
"MSTRG.41679",362,238,363,17,29,15
"MSTRG.7219",304,244,113,52,46,50
"MSTRG.7218",738,498,841,15,8,12
"MSTRG.44008",175,764,823,19,21,11
"MSTRG.44009",119,589,548,12,10,17
"MSTRG.44004",13,0,14,17,8,14
"MSTRG.44006",0,0,0,15,18,19
"MSTRG.44007",36,26,11,12,17,12
"MSTRG.44000",297,233,531,0,5,15
"MSTRG.44001",28,31,34,17,14,24
"MSTRG.38468",104,120,44,7,20,17
"MSTRG.45351",1522,1064,647,16,36,29
"MSTRG.45355",2968,3033,2480,6,16,24
"MSTRG.45354",180,166,167,18,16,15
"MSTRG.38461",451,567,476,47,30,47
"MSTRG.48584",4,0,12,13,17,12
"MSTRG.38463",248,343,375,17,24,9
"MSTRG.38462",80,74,40,12,7,16
"MSTRG.38465",388,318,273,14,9,26
"MSTRG.48580",0,10,0,26,17,16
"MSTRG.48583",22,17,39,7,7,4
"MSTRG.52229",147,175,165,9,6,7
"MSTRG.2193",7,0,0,29,23,15
"MSTRG.52221",541,901,1035,16,4,8
"MSTRG.52220",733,544,381,37,37,34
"MSTRG.52227",17,34,35,18,5,11
"MSTRG.52225",12,54,30,11,13,6
"MSTRG.48055",1010,588,619,115,83,108
"MSTRG.48054",109,149,99,29,31,33
"MSTRG.48053",983,768,476,12,21,18
"MSTRG.48052",36,95,143,4,0,0
"MSTRG.48050",4,0,0,49,54,45
"MSTRG.48059",8974,9705,7678,15,12,20
"MSTRG.48058",160,225,35,21,21,30
"MSTRG.33727",393,305,426,0,5,3
"MSTRG.33726",16,8,21,74,79,77
"MSTRG.33725",16,9,22,66,69,69
"MSTRG.33723",4,32,14,32,29,22
"MSTRG.33722",0,0,0,28,18,21
"MSTRG.33721",352,355,210,48,36,38
"MSTRG.33720",163,144,103,7,10,7
"MSTRG.33729",11,0,12,13,7,24
"MSTRG.33728",31,26,7,14,16,11
"MSTRG.13963",388,274,417,32,47,41
"MSTRG.13962",822,861,1560,12,34,54
"MSTRG.13961",1852,1366,1514,32,53,56
"MSTRG.31105",16,28,30,34,33,35
"MSTRG.13960",40,52,65,0,0,0
"MSTRG.34977",5,0,4,37,19,15
"MSTRG.36902",1548,1518,870,22,18,27
"MSTRG.493",52,37,70,11,9,11
"MSTRG.34971",0,0,0,48,25,16
"MSTRG.49712",357,338,326,18,20,20
"MSTRG.7965",227,140,157,15,8,10
"MSTRG.7964",196,158,158,14,19,8
"MSTRG.492",102,64,55,38,39,31
"MSTRG.13965",71,91,80,34,32,36
"MSTRG.7963",93,45,81,7,0,17
"MSTRG.7962",612,562,292,40,19,29
"MSTRG.495",55,37,6,12,14,31
"MSTRG.494",480,934,477,25,39,31
"MSTRG.44913",276,458,120,9,10,13
"MSTRG.44910",261,188,185,13,9,8
"MSTRG.44911",113,87,119,10,7,5
"MSTRG.44916",164,114,220,19,7,12
"MSTRG.44914",163,250,111,10,10,16
"MSTRG.44915",226,247,160,6,21,22
"MSTRG.44918",88,126,66,5,6,10
"MSTRG.8293",0,0,4,29,28,19
"MSTRG.3246",0,0,0,17,24,15
"MSTRG.3247",208,102,217,31,22,35
"MSTRG.40200",0,0,0,48,34,21
"MSTRG.40201",106,169,3,31,34,27
"MSTRG.40208",621,599,637,9,29,15
"MSTRG.40209",177,88,107,12,19,18
"MSTRG.43193",97,103,73,15,16,31
"MSTRG.43192",284,186,356,12,6,12
"MSTRG.36236",4809,2646,1396,22,18,27
"MSTRG.36237",509,296,122,38,19,15
"MSTRG.36234",107,127,68,15,13,16
"MSTRG.36235",64,56,54,8,0,6
"MSTRG.42512",274,61,98,19,15,21
"MSTRG.42513",88,73,32,52,17,28
"MSTRG.45459",2065,2053,2484,113,94,110
"MSTRG.36239",170,134,108,0,0,6
"MSTRG.41660",499,363,627,9,20,25
"MSTRG.36868",185,86,104,24,17,30
"MSTRG.17870",1538,1244,813,17,21,45
"MSTRG.20048",5,3,2,16,24,27
"MSTRG.51140",7,21,30,18,6,21
"MSTRG.51147",271,367,184,50,31,36
"MSTRG.20047",4,4,0,17,15,17
"MSTRG.20044",648,836,387,21,29,13
"MSTRG.8439",1,0,0,18,11,18
"MSTRG.45925",1241,927,491,76,53,65
"MSTRG.8431",2,2,2,21,23,28
"MSTRG.8437",69,135,31,21,59,23
"MSTRG.45927",1311,784,738,30,29,24
"MSTRG.3717",116,77,137,9,11,16
"MSTRG.38659",55,42,42,22,17,26
"MSTRG.15190",0,0,0,31,38,31
"MSTRG.45921",220,241,188,14,18,11
"MSTRG.9529",484,630,380,44,40,32
"MSTRG.9528",103,89,33,16,26,16
"MSTRG.4731",193,180,105,35,25,29
"MSTRG.4733",309,167,168,54,46,48
"MSTRG.4732",0,7,0,39,46,30
"MSTRG.6298",301,221,155,11,19,8
"MSTRG.4734",1,2,1,47,30,38
"MSTRG.31614",213,8,297,25,21,18
"MSTRG.31610",409,115,129,24,16,34
"MSTRG.31613",566,353,538,53,28,39
"MSTRG.31618",48,0,593,253,0,266
"MSTRG.35765",787,509,487,79,60,65
"MSTRG.35767",793,363,441,11,13,6
"MSTRG.35761",9,1,2,26,23,12
"MSTRG.35760",241,227,134,19,39,28
"MSTRG.35763",112,92,38,49,31,29
"MSTRG.35769",64,160,0,15,20,0
"MSTRG.35768",82,67,112,10,8,31
"MSTRG.50667",15,17,27,19,16,7
"MSTRG.21799",74,57,19,0,14,12
"MSTRG.21791",0,0,0,29,24,12
"MSTRG.21790",1180,853,1031,112,31,56
"MSTRG.21792",543,621,339,26,35,36
"MSTRG.21795",0,0,0,34,17,23
"MSTRG.21794",17,2,25,15,9,19
"MSTRG.50661",58,65,45,18,17,17
"MSTRG.37424",534,511,427,61,23,42
"MSTRG.46513",32,0,0,17,23,12
"MSTRG.50660",440,336,185,21,25,18
"MSTRG.37425",282,218,150,21,15,32
"MSTRG.43480",370,303,287,29,9,14
"MSTRG.34494",39,100,165,13,4,11
"MSTRG.34491",0,0,0,18,23,15
"MSTRG.37619",935,848,378,53,48,39
"MSTRG.37617",519,311,869,62,70,64
"MSTRG.37616",0,0,0,32,25,11
"MSTRG.37615",267,105,126,24,28,23
"MSTRG.37614",594,553,263,168,115,208
"MSTRG.37613",1093,749,475,102,84,90
"MSTRG.37611",966,732,370,20,26,24
"MSTRG.37610",161,184,74,16,17,12
"MSTRG.5958",253,160,130,32,26,24
"MSTRG.5959",745,604,379,12,13,12
"MSTRG.5952",21,32,0,9,9,11
"MSTRG.5953",16,48,17,20,15,19
"MSTRG.5951",1015,527,259,121,124,79
"MSTRG.5957",489,1012,234,108,65,76
"MSTRG.28469",0,22,0,29,12,20
"MSTRG.6609",4327,2138,2227,21,15,32
"MSTRG.6607",484,437,543,18,15,15
"MSTRG.34142",37,7,51,16,7,8
"MSTRG.28461",1,418,89,1,34,9
"MSTRG.6601",168,77,151,15,10,20
"MSTRG.34141",0,0,0,18,20,22
"MSTRG.38872",76,45,31,11,13,7
"MSTRG.38870",3032,626,529,31,43,28
"MSTRG.38876",99,84,50,13,11,8
"MSTRG.38875",44,59,49,20,21,10
"MSTRG.38878",119,89,251,20,24,24
"MSTRG.666",124,46,44,7,11,13
"MSTRG.46823",1076,1141,1101,50,45,63
"MSTRG.49833",0,4,0,37,61,59
"MSTRG.8026",12,13,11,88,78,119
"MSTRG.29333",151,218,177,0,3,19
"MSTRG.29332",94,144,55,30,17,19
"MSTRG.29331",167,223,69,13,11,8
"MSTRG.29330",224,217,214,10,11,4
"MSTRG.29336",1419,985,703,29,37,31
"MSTRG.29335",93,157,152,57,41,50
"MSTRG.29334",529,670,562,28,10,115
"MSTRG.7554",185,57,102,8,14,6
"MSTRG.7555",83,23,54,11,14,8
"MSTRG.29339",74,39,25,15,6,6
"MSTRG.7550",474,533,208,59,53,78
"MSTRG.7551",357,491,301,53,47,65
"MSTRG.7552",42,104,63,20,26,12
"MSTRG.7553",163,53,77,38,45,49
"MSTRG.23553",14,20,94,37,18,18
"MSTRG.23554",6,6,7,30,22,34
"MSTRG.27422",43,20,125,12,10,67
"MSTRG.27426",15,0,0,11,7,18
"MSTRG.27429",2,37,16,39,25,44
"MSTRG.27428",15,15,4,6,7,41
"MSTRG.22359",101,137,112,0,4,12
"MSTRG.46664",14,0,0,19,27,4
"MSTRG.46662",2999,654,22,77,28,8
"MSTRG.46660",7,44,30,62,28,49
"MSTRG.46668",1045,468,138,69,63,66
"MSTRG.46669",21,8,0,56,67,49
"MSTRG.1548",612,508,434,22,17,29
"MSTRG.42383",2,3,10,14,13,15
"MSTRG.22355",17,13,23,7,0,0
"MSTRG.22357",272,230,232,38,30,39
"MSTRG.24020",6,20,0,28,39,8
"MSTRG.24021",35,168,32,15,30,7
"MSTRG.24024",159,170,40,16,18,0
"MSTRG.24025",40,0,10,21,0,21
"MSTRG.24028",115,26,47,13,3,16
"MSTRG.24029",104,32,73,20,5,12
"MSTRG.44598",16,32,30,6,9,9
"MSTRG.17805",1404,1498,609,52,53,67
"MSTRG.47135",150,186,456,11,8,16
"MSTRG.47134",69,81,94,23,8,17
"MSTRG.47137",13,34,17,7,3,7
"MSTRG.37502",175,138,87,11,18,17
"MSTRG.47132",88,119,96,52,79,52
"MSTRG.13568",501,518,523,14,10,0
"MSTRG.53372",4,72,0,15,22,9
"MSTRG.53376",26,31,42,27,14,24
"MSTRG.53375",0,29,6,20,14,7
"MSTRG.40688",133,84,119,6,4,0
"MSTRG.16836",4,25,34,9,8,22
"MSTRG.16837",15,0,14,12,18,12
"MSTRG.16834",15,19,13,16,14,7
"MSTRG.53673",16,21,12,17,31,16
"MSTRG.40685",1448,2352,1731,99,86,149
"MSTRG.16832",14,24,40,11,9,17
"MSTRG.47713",47,36,7,28,38,26
"MSTRG.16833",7,47,40,18,10,13
"MSTRG.25041",57,21,18,3,4,1
"MSTRG.25040",135,68,55,17,32,18
"MSTRG.25042",105,184,158,19,13,13
"MSTRG.25045",194,362,191,9,18,17
"MSTRG.25047",151,290,207,14,23,28
"MSTRG.47714",1711,1788,1217,76,43,60
"MSTRG.1050",12,7,0,25,39,49
"MSTRG.47717",75,89,109,10,9,13
"MSTRG.24171",0,0,0,11,18,21
"MSTRG.1055",164,209,153,10,9,8
"MSTRG.21961",0,0,0,19,13,15
"MSTRG.28522",7,8,0,31,14,24
"MSTRG.21030",216,63,41,0,0,0
"MSTRG.48214",0,1,1,11,14,11
"MSTRG.17499",89,829,454,11,10,31
"MSTRG.17498",113,1302,681,14,10,15
"MSTRG.17493",2013,9683,8802,43,29,131
"MSTRG.17492",146,471,320,13,19,17
"MSTRG.17491",52,387,256,9,8,8
"MSTRG.17490",75,535,404,12,11,5
"MSTRG.17497",85,166,178,10,0,18
"MSTRG.17496",397,2107,1154,17,36,19
"MSTRG.17494",25,76,49,0,5,6
"MSTRG.26539",0,0,0,43,34,29
"MSTRG.13936",648,509,429,18,17,26
"MSTRG.13937",115,91,736,16,22,16
"MSTRG.13930",1703,731,1611,3,0,18
"MSTRG.13931",172,131,140,36,43,46
"MSTRG.13932",519,495,286,39,38,28
"MSTRG.13933",838,655,548,10,9,23
"MSTRG.26530",4,0,0,33,23,28
"MSTRG.13938",518,400,385,26,15,21
"MSTRG.26536",0,0,0,24,17,11
"MSTRG.12046",100,356,63,22,16,15
"MSTRG.12045",0,0,0,14,21,12
"MSTRG.12043",3,6,0,32,19,23
"MSTRG.12041",1284,1101,1960,19,10,19
"MSTRG.11898",66,53,6,16,10,12
"MSTRG.11895",2,0,9,55,41,58
"MSTRG.11897",0,0,0,51,34,23
"MSTRG.11890",3,2,0,11,22,20
"MSTRG.11893",94,68,142,2,2,0
"MSTRG.11892",11,24,23,32,38,40
"MSTRG.22096",0,0,0,19,14,11
"MSTRG.22093",0,0,0,19,39,12
"MSTRG.22091",0,58,35,10,39,14
"MSTRG.22090",9,7,20,29,20,33
"MSTRG.17725",82,29,45,0,0,9
"MSTRG.17724",336,503,283,22,17,27
"MSTRG.17726",22,7,0,24,16,22
"MSTRG.17721",1913,1592,356,82,64,60
"MSTRG.17720",18,37,34,40,46,30
"MSTRG.269",1398,1429,1151,14,12,12
"MSTRG.3006",1,0,0,14,20,23
"MSTRG.3007",7,11,12,22,26,24
"MSTRG.3004",0,0,0,17,21,30
"MSTRG.3002",0,2,0,19,15,12
"MSTRG.3003",0,0,0,27,36,31
"MSTRG.24877",97,184,53,12,13,3
"MSTRG.24871",325,222,101,54,77,48
"MSTRG.24870",6,4,6,21,13,22
"MSTRG.28143",357,337,258,41,51,45
"MSTRG.28142",147,105,64,10,11,9
"MSTRG.28141",287,508,292,26,27,28
"MSTRG.28145",0,0,0,13,11,15
"MSTRG.11762",0,0,0,19,16,13
"MSTRG.22323",48,32,55,22,27,28
"MSTRG.30764",156,109,178,6,8,5
"MSTRG.25104",3,2,1,22,37,14
"MSTRG.51781",17,54,0,108,192,0
"MSTRG.51780",121,119,0,775,1359,0
"MSTRG.51783",1360,1324,1109,22,24,30
"MSTRG.51785",563,375,451,27,27,26
"MSTRG.51784",318,129,259,9,10,17
"MSTRG.51786",0,0,0,12,12,17
"MSTRG.21039",44,47,103,3,3,6
"MSTRG.9729",409,398,293,60,62,35
"MSTRG.9728",20,29,32,10,11,9
"MSTRG.9725",905,823,600,27,23,18
"MSTRG.9724",6,4,0,15,19,24
"MSTRG.9727",17,121,77,35,22,19
"MSTRG.9726",100,91,66,17,10,17
"MSTRG.9720",762,600,910,3,14,14
"MSTRG.9722",306,372,306,23,23,0
"MSTRG.23058",150,320,308,25,25,21
"MSTRG.2845",0,0,0,23,26,19
"MSTRG.23051",583,469,670,33,29,34
"MSTRG.23052",16,0,0,21,21,16
"MSTRG.23053",2,0,0,13,21,18
"MSTRG.23055",0,0,0,21,23,26
"MSTRG.23056",46,116,70,47,68,114
"MSTRG.50786",68,103,61,4,4,5
"MSTRG.50787",25,49,63,27,42,51
"MSTRG.50784",76,124,58,15,7,11
"MSTRG.50785",0,0,0,42,19,12
"MSTRG.50783",1190,1071,938,52,31,49
"MSTRG.50788",60,94,48,6,6,10
"MSTRG.9095",0,0,0,30,11,19
"MSTRG.46305",11,29,13,4,2,3
"MSTRG.45960",584,638,550,44,36,40
"MSTRG.45961",302,307,162,37,47,49
"MSTRG.45962",1722,1620,1371,22,21,36
"MSTRG.45963",111,78,106,0,8,0
"MSTRG.45964",21,5,0,17,19,12
"MSTRG.45965",106,197,119,4,3,7
"MSTRG.52927",0,4,9,12,21,17
"MSTRG.13588",3,4,0,17,15,14
"MSTRG.52923",0,0,0,18,24,20
"MSTRG.13585",7297,6464,8968,7,0,8
"MSTRG.13584",0,5,27,15,19,14
"MSTRG.13586",237,278,557,0,0,0
"MSTRG.52929",25,0,7,29,53,24
"MSTRG.13583",241,214,188,29,47,32
"MSTRG.3824",2,0,5,33,34,56
"MSTRG.3827",0,35,0,31,36,34
"MSTRG.40461",1899,1339,1316,124,82,139
"MSTRG.40467",0,26,0,11,17,11
"MSTRG.1098",3,0,7,11,11,16
"MSTRG.1097",222,181,438,26,14,70
"MSTRG.1096",69,78,57,15,9,16
"MSTRG.1095",140,183,183,24,56,77
"MSTRG.1094",211,372,240,43,52,74
"MSTRG.1092",317,365,337,21,49,69
"MSTRG.1091",115,82,155,31,27,45
"MSTRG.14606",119,138,97,21,0,19
"MSTRG.14603",39,37,29,9,4,16
"MSTRG.14601",17,57,29,14,8,11
"MSTRG.13055",1306,1733,1028,24,27,40
"MSTRG.13054",394,528,300,34,35,31
"MSTRG.13053",20,31,12,0,2,5
"MSTRG.13051",48,73,22,46,29,32
"MSTRG.13050",4436,4169,6535,8,13,8
"MSTRG.39677",22,105,19,107,60,89
"MSTRG.39676",0,0,0,23,15,20
"MSTRG.39678",12,3,0,133,143,65
"MSTRG.6375",61,22,31,16,10,10
"MSTRG.6373",13,12,20,7,3,6
"MSTRG.6372",10,5,30,13,12,10
"MSTRG.6370",33,31,60,0,0,14
"MSTRG.6379",9,17,3,18,19,29
"MSTRG.33858",0,0,0,13,18,17
"MSTRG.49384",260,233,297,29,14,27
"MSTRG.19516",429,406,518,31,33,26
"MSTRG.35946",32,68,77,16,15,6
"MSTRG.35941",1030,1516,2053,13,9,15
"MSTRG.6956",5,3,6,32,28,19
"MSTRG.19513",95,40,67,19,18,4
"MSTRG.6959",273,162,168,44,29,35
"MSTRG.6958",0,12,1,10,15,12
"MSTRG.35949",86,56,37,10,0,9
"MSTRG.19519",86,82,29,5,0,7
"MSTRG.43479",110,137,88,38,42,38
"MSTRG.33398",30,36,15,90,127,86
"MSTRG.7020",1997,1711,1352,52,47,48
"MSTRG.33390",76,85,57,7,6,9
"MSTRG.33391",1820,2555,2877,24,24,37
"MSTRG.7029",2694,2417,1921,90,73,93
"MSTRG.33394",543,2202,1221,27,15,24
"MSTRG.33395",534,357,506,9,17,11
"MSTRG.32442",16,17,8,13,7,6
"MSTRG.45142",44,73,30,31,28,20
"MSTRG.45143",244,307,202,11,10,12
"MSTRG.45140",329,289,352,0,2,0
"MSTRG.45141",182,233,156,39,41,41
"MSTRG.45146",21,10,4,10,14,17
"MSTRG.45147",257,189,210,21,12,8
"MSTRG.45144",0,0,0,16,13,11
"MSTRG.45145",277,440,307,14,17,23
"MSTRG.45148",76,47,48,3,8,6
"MSTRG.45149",444,467,422,26,34,31
"MSTRG.49385",54,37,35,0,5,0
"MSTRG.525",24,31,13,14,11,17
"MSTRG.17595",485,398,465,10,8,9
"MSTRG.527",33,60,60,7,9,12
"MSTRG.48742",0,0,0,16,15,17
"MSTRG.521",4,0,0,25,16,21
"MSTRG.5242",3,6,0,11,17,17
"MSTRG.34728",0,0,0,37,34,38
"MSTRG.34727",0,0,0,60,46,61
"MSTRG.34724",0,0,0,12,12,11
"MSTRG.10525",0,0,0,29,28,24
"MSTRG.35808",1166,1152,1345,24,17,33
"MSTRG.35300",358,390,440,25,9,8
"MSTRG.36376",74,33,54,11,4,7
"MSTRG.35809",6195,4843,8660,8,6,11
"MSTRG.35307",329,299,333,5,16,16
"MSTRG.46057",1839,971,1342,61,31,126
"MSTRG.35306",4,0,0,21,25,21
"MSTRG.5244",5,3,7,27,25,19
"MSTRG.5245",4,4,0,13,12,15
"MSTRG.32278",1073,1112,669,29,25,28
"MSTRG.32279",11896,8177,7802,25,32,30
"MSTRG.35903",97,79,41,9,19,10
"MSTRG.35800",579,1055,525,67,61,48
"MSTRG.35902",1043,851,733,27,19,14
"MSTRG.27321",30,52,21,7,2,6
"MSTRG.12324",6,17,26,6,32,18
"MSTRG.46058",21,13,22,4,6,8
"MSTRG.12328",8,0,10,29,17,20
"MSTRG.848",386,469,82,16,14,23
"MSTRG.842",1918,1215,1289,34,22,38
"MSTRG.843",611,490,280,47,52,64
"MSTRG.840",4,0,0,16,23,22
"MSTRG.841",5761,5104,3995,24,16,22
"MSTRG.846",191,149,78,22,23,21
"MSTRG.844",233,197,83,35,20,13
"MSTRG.845",106,143,51,40,38,25
"MSTRG.24687",683,682,507,28,26,29
"MSTRG.4626",474,552,336,62,34,44
"MSTRG.10557",0,0,0,14,19,22
"MSTRG.37317",4,11,18,17,45,36
"MSTRG.42070",41,21,0,36,6,17
"MSTRG.20583",338,573,189,31,26,24
"MSTRG.37235",0,4,0,40,32,26
"MSTRG.20581",411,233,155,31,28,41
"MSTRG.20587",971,629,676,19,14,15
"MSTRG.20586",1907,2345,1744,14,15,13
"MSTRG.20585",2555,754,743,21,11,32
"MSTRG.20584",2131,1882,1474,51,34,52
"MSTRG.20589",588,1763,795,18,16,23
"MSTRG.20588",1627,1540,969,22,26,26
"MSTRG.37237",0,0,0,24,28,21
"MSTRG.10552",16,30,11,25,26,18
"MSTRG.31804",358,372,425,6,3,4
"MSTRG.31806",9137,8971,7295,42,26,38
"MSTRG.31800",549,411,113,34,36,36
"MSTRG.31803",273,176,190,13,9,9
"MSTRG.37231",110,75,32,107,70,50
"MSTRG.31809",183,361,239,9,17,25
"MSTRG.25550",88,36,51,7,4,0
"MSTRG.37401",68,95,81,6,0,8
"MSTRG.53955",86,53,141,13,14,11
"MSTRG.21188",1344,919,436,48,44,41
"MSTRG.21189",2246,1771,1179,33,31,48
"MSTRG.21180",35,25,37,32,21,48
"MSTRG.21181",13,56,66,9,11,7
"MSTRG.21183",19,30,47,9,3,0
"MSTRG.21184",8,14,23,41,12,39
"MSTRG.21186",23,46,34,9,6,9
"MSTRG.21187",178,120,98,36,32,31
"MSTRG.2171",2,0,0,28,19,17
"MSTRG.29789",0,2,0,18,17,19
"MSTRG.21233",504,559,578,10,12,25
"MSTRG.21230",49,30,53,21,19,31
"MSTRG.21231",17,50,16,8,10,12
"MSTRG.21236",1,3,1,19,22,18
"MSTRG.21234",212,187,309,4,2,5
"MSTRG.16032",0,0,0,20,16,15
"MSTRG.16031",0,0,0,36,26,11
"MSTRG.34263",28,0,0,51,34,44
"MSTRG.34261",107,80,50,11,9,11
"MSTRG.28782",696,140,180,49,21,37
"MSTRG.28785",0,0,0,21,16,22
"MSTRG.34265",5,0,0,13,16,27
"MSTRG.22529",0,0,0,29,49,83
"MSTRG.22526",19,31,81,12,15,17
"MSTRG.22525",334,210,382,12,6,11
"MSTRG.22521",842,804,365,53,69,73
"MSTRG.22520",844,629,517,30,15,21
"MSTRG.26639",32,35,0,26,44,43
"MSTRG.26636",1,1,0,15,27,62
"MSTRG.26634",0,31,0,6,17,24
"MSTRG.26632",0,82,0,11,12,10
"MSTRG.26631",0,132,0,0,16,26
"MSTRG.43439",76,24,49,20,20,20
"MSTRG.6038",4,16,9,19,16,20
"MSTRG.6039",173,189,99,17,14,21
"MSTRG.6034",711,611,737,10,11,25
"MSTRG.6035",42,27,61,7,17,9
"MSTRG.6036",371,277,132,37,22,16
"MSTRG.6037",500,213,453,0,8,24
"MSTRG.6030",116,113,82,3,5,0
"MSTRG.6031",299,236,232,1,0,0
"MSTRG.6032",604,650,551,10,10,0
"MSTRG.6033",359,396,246,8,7,8
"MSTRG.32484",26,44,21,4,11,7
"MSTRG.26181",93,205,282,6,20,9
"MSTRG.26183",30,400,1096,12,13,12
"MSTRG.26184",0,66,118,9,11,0
"MSTRG.45109",0,0,0,17,14,22
"MSTRG.45104",2065,4086,1942,16,9,11
"MSTRG.51811",106,108,132,0,8,0
"MSTRG.51810",441,439,379,60,60,56
"MSTRG.51813",392,393,283,38,37,33
"MSTRG.51815",808,468,451,16,21,20
"MSTRG.51814",718,335,326,25,21,19
"MSTRG.51817",23,12,14,15,10,13
"MSTRG.51816",71,151,64,13,19,0
"MSTRG.51819",61,108,121,15,11,7
"MSTRG.48754",0,0,0,13,23,25
"MSTRG.23699",3,6,0,14,20,21
"MSTRG.23697",0,0,0,27,31,17
"MSTRG.45101",8,0,4,28,29,44
"MSTRG.23690",3,0,6,18,11,21
"MSTRG.23691",10,6,12,12,30,9
"MSTRG.27589",82,178,234,23,43,44
"MSTRG.27587",60,98,130,6,4,15
"MSTRG.27584",227,234,269,24,21,17
"MSTRG.27585",34,24,15,7,9,3
"MSTRG.27582",111,121,53,7,4,0
"MSTRG.27583",1799,1464,2027,0,6,9
"MSTRG.27581",19,79,101,11,3,2
"MSTRG.13971",37,23,24,0,2,2
"MSTRG.46141",12,51,12,4,0,5
"MSTRG.46147",10,2,4,20,21,39
"MSTRG.46148",0,0,0,23,19,29
"MSTRG.15716",0,0,13,10,16,11
"MSTRG.15719",0,2,0,21,23,16
"MSTRG.47816",328,386,528,3,20,15
"MSTRG.47817",2562,2186,2107,113,51,106
"MSTRG.47814",2,2,0,17,19,16
"MSTRG.47815",28,12,0,11,14,8
