"","X1041.gtf","X1471.gtf","X1637.gtf","Sample1.gtf","Sample2.gtf","Sample3.gtf"
"STRG.20669",31,21,15,23,64,60
"STRG.2700",506,445,333,443,474,549
"Pocillopora_acuta_HIv1_PredGene_g15650.t1",0,15,10,311,660,624
"STRG.19234",517,346,343,110,83,124
"STRG.15965",53,45,31,4,6,9
"STRG.15964",68,59,47,11,20,18
"STRG.23501",11,8,5,20,25,24
"STRG.17754",243,317,357,341,335,422
"STRG.17755",183,233,173,46,33,61
"STRG.18809",117,105,145,20,24,36
"STRG.18800",252,301,244,40,71,77
"STRG.18803",44,38,25,45,72,72
"STRG.17752",3018,2154,1648,4906,3485,3482
"STRG.11053",1248,1108,999,208,275,299
"STRG.4443",695,467,505,565,479,604
"STRG.5797",154,128,135,48,55,62
"STRG.19806",9,26,13,77,98,113
"STRG.9230",1043,774,862,773,1291,1296
"STRG.5979",1021,736,764,291,416,446
"STRG.76",2125,1985,1948,2096,3259,3281
"STRG.11843",790,838,819,92,64,107
"STRG.21734",629,438,672,883,590,1341
"STRG.21359",521,536,434,440,932,641
"STRG.23961",2,3,5,12,19,13
"STRG.5295",34,75,55,93,95,129
"STRG.5294",51,72,45,309,383,389
"STRG.23967",23,36,8,66,59,42
"STRG.5292",15,0,18,48,31,63
"STRG.4524",1065,1203,893,1030,1107,1279
"Pocillopora_acuta_HIv1_PredGene_g19984.t1",0,7,3,20,15,26
"STRG.18173",59,49,46,13,9,18
"STRG.20465",1148,547,629,313,258,288
"STRG.20466",255,173,145,258,307,242
"STRG.7860",641,515,495,141,281,213
"STRG.2801",386,228,373,121,94,136
"STRG.2800",851,798,716,259,169,160
"STRG.22935",1172,690,785,234,186,274
"STRG.7867",9,10,11,15,40,22
"STRG.14719",275,372,254,0,0,0
"STRG.11949",1540,1063,1106,906,2791,2062
"STRG.23346",170,140,138,42,50,66
"STRG.23343",111,137,109,310,421,366
"STRG.8955",649,469,407,442,742,532
"STRG.8956",317,30,145,13,18,7
"Pocillopora_acuta_HIv1_PredGene_g31469.t1",0,12,10,14,262,57
"STRG.6278",113,152,105,24,29,20
"STRG.1725",13752,15073,13962,1562,775,1175
"STRG.1726",68,96,75,15,34,21
"STRG.16620",177,203,194,213,513,372
"STRG.16627",549,414,410,49,76,93
"STRG.16625",37,31,28,56,78,42
"STRG.3386",126,86,131,37,25,34
"STRG.3388",1118,1405,937,377,559,525
"STRG.16629",828,856,712,648,1393,986
"STRG.12712",412,237,183,78,72,54
"STRG.12711",414,525,421,552,938,744
"STRG.12719",2282,2285,1906,1741,2024,2033
"STRG.7212",482,709,577,127,195,218
"STRG.22129",154,180,106,41,56,57
"STRG.13390",53,17,41,137,47,160
"STRG.13391",25151,27532,27335,8171,12870,13827
"STRG.13392",5285,6566,3405,911,2135,1194
"STRG.19998",358,282,259,111,76,118
"STRG.13397",142,220,252,31,41,65
"STRG.2030",477,433,402,509,757,584
"STRG.2036",1669,2209,1744,237,269,296
"STRG.2037",2483,2563,2241,1968,3554,3181
"STRG.23839",124,82,128,185,128,288
"STRG.23836",3398,3036,3226,281,190,329
"STRG.23834",100,51,46,11,5,13
"STRG.13972",657,522,513,581,706,657
"STRG.21474",391,410,315,133,141,138
"STRG.21475",244,169,182,62,60,49
"STRG.21476",265,326,266,114,108,118
"STRG.21470",276,278,226,341,464,477
"STRG.3813",91,86,86,72,122,156
"STRG.22618",888,758,855,870,1379,1361
"STRG.5133",82,48,39,16,15,10
"STRG.11756",4078,4431,3755,320,403,366
"STRG.11536",15,18,12,52,21,67
"STRG.11535",161,160,111,171,190,243
"STRG.11533",2232,1252,1799,259,97,289
"STRG.11530",893,646,754,192,73,137
"STRG.22613",2220,2562,1681,3067,7091,3923
"STRG.11539",257,301,263,255,505,391
"Pocillopora_acuta_HIv1_PredGene_g24410.t1",0,0,1,14,13,11
"Pocillopora_acuta_HIv1_PredGene_g31564.t1",0,0,4,13,22,21
"STRG.24152",45,21,20,47,40,45
"STRG.4725",142,120,91,35,41,33
"STRG.4722",294,257,261,513,673,769
"STRG.4094",51,104,45,149,141,161
"STRG.4090",352,292,296,246,324,327
"STRG.4099",496,645,479,158,164,190
"STRG.5708",221,106,118,44,25,43
"STRG.13747",48,38,43,68,103,91
"STRG.22986",185,96,196,25,38,42
"STRG.9280",99,103,148,12,10,11
"STRG.9287",421,437,368,384,405,399
"STRG.15021",419,622,443,175,206,179
"STRG.12551",124,123,104,152,214,221
"STRG.12550",204,123,229,32,30,47
"STRG.12553",130,96,115,145,162,187
"STRG.12555",248,185,169,306,492,359
"STRG.12554",285,334,229,207,667,351
"STRG.12557",220,190,178,211,219,239
"STRG.12556",145,137,114,125,196,180
"STRG.18736",130,110,124,27,26,37
"STRG.14862",118,120,105,38,20,30
"STRG.12088",391,319,272,300,625,538
"STRG.22324",231,297,220,206,356,360
"STRG.16701",67,20,46,77,93,80
"STRG.16703",17386,19482,16287,3802,3159,3318
"STRG.16708",9,10,5,26,36,38
"STRG.22496",738,373,506,213,119,170
"STRG.22495",22,22,20,0,0,0
"STRG.22494",32,51,47,0,0,0
"STRG.19462",610,521,345,155,156,138
"STRG.19469",241,376,403,64,64,74
"STRG.17569",21,23,34,37,72,90
"STRG.6820",2663,1991,1607,2106,1965,1820
"STRG.21676",82,104,80,148,83,171
"STRG.21679",352,304,250,391,589,517
"STRG.17073",75,109,62,121,207,120
"STRG.17077",67,107,80,147,242,219
"STRG.100",211,226,188,202,222,271
"STRG.107",686,749,794,672,660,846
"STRG.108",800,788,913,1354,2990,2610
"STRG.16567",454,482,412,626,505,568
"STRG.10935",16,6,0,48,28,22
"STRG.10936",5,0,3,41,13,19
"STRG.10930",5950,4152,4460,1853,2119,2092
"STRG.1880",3,12,8,19,34,17
"STRG.14038",56,38,44,64,99,90
"STRG.20236",780,434,714,248,149,233
"STRG.11042",335,295,341,76,141,150
"STRG.11041",1736,1556,1420,2107,2154,2280
"STRG.2610",80,46,66,16,18,16
"STRG.2612",137,98,108,34,34,20
"STRG.2614",863,852,812,181,247,294
"STRG.7062",181,76,147,23,34,39
"STRG.15880",103,73,59,89,122,85
"STRG.13984",1963,1664,1503,1875,3126,2981
"STRG.8569",348,292,249,71,48,58
"STRG.15340",308,168,239,28,27,71
"STRG.7395",479,356,405,154,190,176
"STRG.8560",517,552,317,146,187,172
"STRG.8561",539,399,375,116,80,139
"STRG.7390",500,420,389,163,143,156
"STRG.920",302,298,227,71,129,115
"STRG.925",42,14,39,70,104,99
"STRG.924",1512,1695,1228,2204,2212,2030
"STRG.927",74,47,39,60,135,100
"STRG.926",369,308,239,257,398,315
"STRG.3228",117,67,106,115,128,128
"STRG.3220",164,44,72,17,12,23
"STRG.3225",4,9,3,19,30,14
"STRG.1571",804,362,407,190,62,104
"STRG.1572",674,478,424,1001,1122,1156
"STRG.1576",247,266,258,64,44,65
"STRG.18477",35,34,27,38,50,66
"STRG.18472",267,356,295,52,46,64
"STRG.13587",2642,3245,2307,3097,3542,3173
"STRG.21883",292,253,219,85,116,93
"STRG.21885",138,95,99,122,119,183
"STRG.10585",323,171,169,923,542,890
"STRG.10582",244,141,166,48,64,80
"STRG.10583",617,372,447,719,442,585
"STRG.23577",1538,1120,1268,495,307,474
"STRG.10057",250,438,242,95,118,124
"STRG.10054",49,53,72,12,8,18
"STRG.10055",58,85,92,111,79,177
"STRG.10058",62,62,56,121,177,271
"STRG.9744",196,106,109,184,325,229
"STRG.9543",207,114,181,205,430,434
"STRG.9545",37,65,64,72,136,86
"STRG.9544",230,166,156,152,317,326
"STRG.5648",383,311,352,558,647,772
"STRG.5649",181,109,116,183,138,186
"STRG.9097",1037,1001,816,264,251,232
"STRG.9093",185,157,111,126,263,231
"STRG.9090",518,393,440,81,46,57
"STRG.9098",213,193,143,28,34,26
"STRG.18811",237,168,202,28,30,45
"Pocillopora_acuta_HIv1_PredGene_g133.t1",0,0,0,28,24,18
"STRG.14584",1,4,5,16,21,15
"STRG.14586",909,753,968,291,368,406
"STRG.14587",338,261,285,84,79,123
"STRG.14589",549,172,328,90,53,95
"STRG.15189",110,108,104,130,124,148
"STRG.15185",270,193,217,306,247,291
"STRG.15180",3459,2797,2370,2895,2450,2912
"STRG.6600",117,78,140,29,31,43
"Pocillopora_acuta_HIv1_PredGene_g5824.t1",0,6,6,42,44,54
"STRG.2512",133,85,132,23,17,21
"STRG.2511",67,78,62,17,21,16
"STRG.2510",77,78,95,25,31,24
"STRG.2516",61,48,45,10,17,16
"STRG.12326",110,104,99,19,32,35
"STRG.12324",40,63,24,51,77,83
"STRG.802",668,583,594,258,259,343
"STRG.803",213,259,233,77,61,85
"STRG.806",265,692,228,481,1230,714
"STRG.807",188,167,174,195,287,298
"STRG.805",265,369,226,218,404,367
"STRG.5989",563,366,515,168,162,166
"STRG.5988",104,68,76,18,16,15
"STRG.5987",2042,1416,1559,599,519,594
"STRG.22513",107,97,83,17,16,19
"STRG.22516",33,32,27,37,75,73
"STRG.13743",69,64,40,73,84,117
"STRG.16518",98,27,32,92,77,89
"STRG.13749",524,463,398,187,233,225
"STRG.20916",454,330,294,75,35,48
"STRG.20911",482,282,249,660,661,588
"STRG.20912",165,107,127,160,182,129
"STRG.20913",349,151,191,378,400,420
"STRG.20919",1712,1299,1573,403,324,395
"STRG.5321",2706,860,1157,3472,1581,2090
"STRG.5326",125,165,142,43,64,41
"STRG.19235",143,88,104,32,23,23
"STRG.15968",3488,3181,2977,2514,2871,3054
"STRG.15960",202,231,196,65,53,61
"STRG.19239",83,42,85,15,10,14
"STRG.378",402,400,352,487,515,627
"STRG.10217",217,218,157,33,19,24
"STRG.21355",733,983,558,853,913,941
"STRG.21356",315,250,218,68,61,55
"STRG.18939",1337,833,649,1505,1039,1064
"STRG.7214",361,353,347,59,65,73
"STRG.5137",224,181,150,68,76,54
"Pocillopora_acuta_HIv1_PredGene_g22719.t1",0,0,0,17,29,13
"STRG.8032",13,20,20,33,47,45
"STRG.20008",201,233,257,25,44,47
"STRG.2210",410,486,287,108,136,146
"STRG.20003",600,935,523,126,222,169
"STRG.20000",68,52,77,17,12,15
"STRG.6850",641,678,590,473,756,717
"STRG.15875",1549,1765,1316,1400,1802,1739
"STRG.23676",49,51,28,8,11,10
"STRG.23677",65,117,69,9,16,13
"STRG.22985",261,153,168,62,42,63
"STRG.22981",266,230,319,276,336,425
"STRG.22988",221,170,142,43,25,44
"STRG.6166",146,144,110,162,146,129
"STRG.23586",61,126,71,6,10,11
"STRG.6370",232,147,166,71,69,62
"STRG.23580",112,95,83,31,34,35
"Pocillopora_acuta_HIv1_PredGene_g14387.t1",0,4,0,15,12,13
"STRG.18881",59,20,93,181,710,335
"STRG.18880",901,954,891,962,1153,1172
"STRG.18883",15,15,9,22,21,29
"STRG.18889",162,146,129,38,50,55
"Pocillopora_acuta_HIv1_PredGene_g5219.t1",0,0,0,28,22,20
"STRG.10342",518,547,664,87,128,185
"STRG.10343",668,829,775,219,336,389
"STRG.9970",122,95,103,99,170,188
"STRG.4834",447,564,557,493,1065,806
"STRG.4833",91,60,72,81,160,82
"STRG.9356",2176,833,1470,479,199,487
"STRG.9357",746,651,537,1076,1067,1122
"STRG.9358",1411,1201,1047,1180,2042,1778
"STRG.9359",198,138,111,46,27,64
"STRG.17957",230,155,154,206,190,236
"STRG.17954",871,1522,941,4581,9437,6141
"STRG.17955",1979,3029,2016,7584,18540,11618
"STRG.17953",95,135,73,123,130,122
"STRG.4301",1288,1029,993,689,2434,1530
"STRG.4303",5,5,9,29,44,40
"STRG.4306",526,471,429,90,90,95
"STRG.8489",74,66,54,15,9,13
"STRG.7974",62,52,99,13,8,25
"STRG.7763",421,491,438,110,126,109
"STRG.16330",208,137,181,34,26,32
"STRG.16335",782,762,924,1050,1623,1292
"STRG.16334",352,307,263,226,308,354
"STRG.16338",153,168,151,137,175,161
"STRG.7979",49659,61077,51399,11363,9320,12686
"STRG.12820",713,404,481,632,665,657
"STRG.12823",190,198,187,54,86,76
"STRG.12824",456,278,343,67,79,80
"STRG.12827",302,265,232,61,100,85
"STRG.12826",52,47,53,45,83,68
"STRG.14790",340,378,336,106,81,100
"STRG.14797",9804,11116,8888,1262,1811,1574
"STRG.14799",17,21,9,25,70,43
"STRG.15444",2,11,3,17,35,18
"STRG.20268",17,0,16,77,29,55
"STRG.15449",3,2,0,29,25,26
"STRG.12799",246,330,177,77,97,67
"STRG.12793",91,122,78,19,42,28
"STRG.12791",198,201,160,207,228,235
"STRG.12795",55,36,46,61,86,80
"STRG.1851",5,14,10,34,40,48
"STRG.1857",518,312,434,368,499,605
"STRG.20267",174,62,83,228,121,130
"STRG.6413",531,642,542,794,1254,1175
"STRG.2303",572,475,456,214,183,210
"STRG.2306",530,389,385,526,602,507
"STRG.2308",377,457,381,87,136,180
"STRG.2309",451,434,358,165,193,166
"STRG.1534",119,139,81,37,18,22
"STRG.19914",516,417,471,498,812,736
"STRG.19916",331,146,204,515,329,282
"STRG.19917",49,0,14,300,141,125
"STRG.19911",5215,5721,4784,511,308,402
"STRG.5820",100,95,64,125,109,137
"STRG.5829",972,1143,1092,1570,2487,1962
"STRG.17170",65,92,85,24,8,16
"STRG.21963",385,270,344,256,484,407
"STRG.21960",169,107,109,46,34,34
"STRG.21966",186,119,112,42,16,48
"STRG.21965",52,229,62,4,16,10
"STRG.9279",158,119,167,42,55,45
"STRG.18350",59,89,63,11,13,21
"STRG.18359",450,308,382,138,151,139
"STRG.13461",593,536,553,731,819,988
"STRG.13468",482,296,266,63,60,53
"STRG.13469",1077,904,969,837,1023,1050
"STRG.16491",202,171,125,31,56,44
"STRG.22702",31,24,38,0,3,6
"STRG.7387",14,12,22,36,20,45
"STRG.20705",280,199,223,194,280,242
"STRG.20700",1389,1624,1502,2208,3365,2761
"STRG.19007",1065,847,724,1018,1886,1649
"Pocillopora_acuta_HIv1_PredGene_g16800.t1",0,0,0,13,21,18
"STRG.7382",443,416,320,465,428,482
"STRG.23424",2,5,3,12,43,22
"STRG.23428",16,14,17,53,70,69
"STRG.7406",235,154,176,160,232,224
"STRG.7407",819,632,604,1526,1529,1798
"STRG.23765",1000,664,824,827,770,1057
"Pocillopora_acuta_HIv1_PredGene_g3363.t1",0,0,0,13,35,33
"STRG.15727",12449,13362,11031,1873,2992,2219
"STRG.9835",5,0,18,24,38,47
"STRG.16964",443,446,355,559,835,729
"STRG.16962",237,169,176,157,209,248
"STRG.20540",868,844,689,652,779,842
"STRG.2920",253,233,223,338,929,711
"STRG.2929",263,382,321,64,112,86
"STRG.2694",202,116,116,57,28,41
"STRG.2695",369,222,198,82,46,86
"STRG.2697",505,260,765,667,605,1716
"STRG.8078",369,153,326,96,45,99
"STRG.8077",206,111,201,54,46,67
"STRG.14618",28,147,105,226,444,340
"STRG.14617",145,128,137,44,49,63
"STRG.14610",88,76,57,7,19,20
"STRG.8698",74,113,69,93,103,114
"STRG.6331",127,91,93,117,137,98
"STRG.6330",534,360,373,536,626,681
"STRG.6336",70,42,54,14,14,8
"STRG.6335",1052,377,498,235,170,199
"STRG.6334",333,152,170,50,31,50
"STRG.1640",1011,816,715,1652,1428,1689
"STRG.18968",467,319,403,404,345,666
"STRG.16105",32,20,9,72,20,39
"STRG.16109",8,4,3,17,22,24
"STRG.12616",315,229,288,414,673,620
"STRG.12617",697,801,556,1019,1537,1350
"STRG.6598",233,217,234,49,39,46
"STRG.6597",161,141,164,60,37,47
"STRG.23159",22,23,24,78,69,117
"STRG.23158",98,54,70,144,104,178
"STRG.23154",1486,853,798,362,326,340
"STRG.23152",9850,11979,8825,1076,2090,1621
"STRG.13057",422,98,141,773,333,413
"STRG.13056",399,533,412,343,590,497
"STRG.13055",134,49,93,99,150,130
"STRG.13052",1997,1839,1455,673,597,665
"STRG.19703",541,503,499,486,599,601
"STRG.19702",552,508,418,388,531,483
"STRG.10504",153,184,73,506,564,477
"STRG.465",5923,6179,5225,2374,2987,2766
"STRG.466",518,436,406,371,851,602
"STRG.462",1109,796,878,1495,3069,2375
"STRG.463",1063,842,796,1087,1185,1227
"Pocillopora_acuta_HIv1_PredGene_25790_t",0,0,0,46,69,66
"STRG.11368",124,117,111,40,36,39
"STRG.1156",92,214,137,32,40,32
"STRG.18057",432,262,324,130,124,134
"STRG.18055",942,916,821,865,1601,1223
"STRG.18053",67,92,101,18,28,34
"STRG.9332",1341,1170,1235,840,2303,1624
"STRG.16331",58,50,79,5,6,19
"STRG.3076",2912,2199,1453,3004,3883,3105
"STRG.16337",12027,11449,10914,1639,1613,2075
"STRG.23212",99,134,59,21,36,27
"STRG.23211",287,320,313,78,141,116
"STRG.14792",103,149,121,18,16,34
"STRG.15101",313,158,292,313,317,488
"STRG.15109",107,63,118,24,13,24
"STRG.12796",126,149,133,140,303,251
"STRG.12455",576,406,393,569,447,459
"STRG.3751",152,132,197,50,62,62
"STRG.9664",42,38,36,50,68,50
"STRG.9668",28,12,39,69,87,60
"STRG.9669",47,20,37,48,65,55
"STRG.6904",200,194,232,67,90,91
"STRG.6907",3989,4346,3701,5806,6094,7171
"STRG.6901",543,474,487,150,223,218
"STRG.6903",423,351,307,132,99,146
"STRG.21023",117,127,143,139,303,234
"STRG.3999",724,699,519,140,200,200
"STRG.17248",1081,819,743,1757,1964,2205
"STRG.17244",288,305,212,236,328,292
"STRG.3991",2273,1247,1287,156,100,117
"STRG.17240",649,793,537,737,902,911
"STRG.666",213,213,203,34,36,65
"STRG.664",150,210,173,41,44,42
"STRG.660",44,103,20,7,14,5
"STRG.4418",7,22,16,51,91,66
"STRG.17861",98,41,76,157,78,132
"STRG.17864",1348,1272,1209,1365,1996,1723
"STRG.17865",282,307,305,20,106,87
"STRG.11168",874,764,503,189,148,100
"STRG.11161",429,261,505,86,137,160
"STRG.2715",181,165,166,71,66,50
"STRG.2714",887,683,661,179,171,191
"STRG.2710",200,143,190,177,187,278
"STRG.2713",450,405,447,121,153,166
"STRG.7290",151,416,221,274,937,402
"STRG.19095",1182,1104,864,1293,1399,1194
"STRG.11831",101,166,147,40,30,33
"STRG.22905",153,298,221,191,389,329
"STRG.22907",306,473,378,558,2113,1308
"STRG.22901",532,400,396,187,207,162
"STRG.3148",213,207,181,48,80,80
"STRG.3144",2539,1066,1084,462,207,243
"STRG.1431",417,227,214,74,55,55
"STRG.1430",899,818,755,317,269,338
"STRG.1439",20,13,11,26,48,31
"STRG.1438",134,142,79,212,308,306
"Pocillopora_acuta_HIv1_PredGene_g792.t2",0,0,0,238,428,372
"Pocillopora_acuta_HIv1_PredGene_g23168.t1",0,0,0,51,39,64
"STRG.13153",472,414,394,344,403,444
"STRG.13151",587,565,558,219,270,291
"STRG.13157",26,16,40,39,57,73
"STRG.13159",256,250,231,76,102,132
"STRG.22011",83,104,85,20,16,21
"STRG.22018",605,472,532,193,123,208
"STRG.10715",144,103,120,108,121,162
"STRG.10714",582,253,310,1117,310,632
"STRG.11449",140,115,86,108,145,127
"STRG.11442",502,474,394,649,956,768
"STRG.3257",18,29,9,46,57,58
"STRG.1310",61,52,50,52,98,84
"STRG.5122",128,84,98,32,37,36
"STRG.5124",7,7,5,27,36,30
"STRG.9468",65,65,82,212,364,441
"STRG.5128",233,338,263,56,80,80
"STRG.4650",140,19,94,15,7,14
"STRG.4385",40,62,33,71,85,91
"STRG.4386",12,22,20,44,27,65
"STRG.1057",1979,1502,1429,692,807,768
"STRG.14465",137,118,188,211,173,340
"STRG.14468",504,365,364,112,92,78
"STRG.7127",302,419,301,81,109,63
"STRG.8358",308,226,282,102,99,118
"STRG.8403",829,746,740,593,1015,956
"STRG.8402",36,17,25,53,103,63
"STRG.8406",5464,9440,7263,10910,21943,19956
"STRG.8405",145,95,118,23,36,40
"STRG.13467",382,224,275,118,108,124
"STRG.15735",590,511,506,437,587,552
"STRG.15738",1649,1292,2008,1171,2184,2249
"STRG.16630",62,78,67,92,152,236
"STRG.17462",61,44,71,65,85,103
"STRG.17460",611,777,585,135,150,164
"STRG.3372",211,214,230,159,331,299
"STRG.1988",149,77,36,167,183,138
"STRG.18028",142,122,122,34,35,49
"STRG.1145",257,175,143,239,204,191
"STRG.1146",210,85,172,316,161,239
"STRG.12179",96,74,69,29,15,20
"STRG.12176",12,25,22,45,25,96
"STRG.22257",101,42,73,12,10,18
"STRG.22256",2100,921,1512,422,245,506
"STRG.16417",94,87,57,15,16,18
"STRG.16419",104,34,43,164,63,84
"STRG.22789",205,244,129,51,53,47
"STRG.22788",1876,1291,1380,317,322,413
"STRG.22787",494,386,299,159,104,120
"STRG.22786",120,95,103,28,40,31
"STRG.5241",6968,8368,7033,454,661,558
"STRG.19080",202,144,186,176,348,269
"STRG.10157",499,374,411,864,845,935
"STRG.10156",2726,2806,2617,3663,3525,4967
"STRG.21789",52,24,19,69,113,85
"STRG.20781",161,66,71,155,113,166
"STRG.2465",242,145,170,46,60,58
"STRG.8368",298,293,220,346,601,599
"STRG.8360",807,445,347,226,103,125
"STRG.8361",503,384,377,131,183,149
"STRG.8366",20,37,29,42,86,46
"STRG.8365",470,509,374,158,129,109
"STRG.10818",158,137,128,37,35,49
"STRG.1974",1218,1140,1199,275,384,398
"STRG.1975",401,416,382,129,149,109
"STRG.14103",346,224,279,91,107,90
"STRG.7482",128,105,101,166,255,196
"STRG.7483",118,94,109,24,33,34
"STRG.7488",171,137,211,180,313,270
"STRG.7489",640,459,589,606,980,1070
"STRG.22136",467,437,432,179,179,219
"STRG.5616",345,236,229,88,80,92
"STRG.6286",52,83,39,8,13,6
"STRG.6284",361,367,342,68,56,72
"STRG.6750",10,4,17,27,16,49
"Pocillopora_acuta_HIv1_PredGene_g10889.t1",0,0,0,20,27,24
"STRG.23492",199,179,210,57,34,45
"Pocillopora_acuta_HIv1_PredGene_g503.t1",0,5,9,58,45,20
"STRG.13346",46,54,61,108,97,155
"STRG.13345",146,148,143,22,28,46
"STRG.13344",168,122,108,36,30,14
"Pocillopora_acuta_HIv1_PredGene_g21488.t1",0,0,0,54,138,77
"STRG.5084",158,163,149,41,71,55
"STRG.5085",49,55,43,108,126,145
"STRG.5086",528,383,384,423,523,582
"STRG.5087",16,19,25,26,37,38
"STRG.5080",795,729,758,895,700,1151
"STRG.9168",310,225,178,44,29,41
"STRG.9167",499,323,396,365,454,373
"STRG.9164",40,54,24,79,68,57
"STRG.4021",332,212,182,211,270,267
"STRG.4020",84,77,66,10,28,15
"STRG.4028",682,501,407,151,196,143
"Pocillopora_acuta_HIv1_PredGene_g22710.t2",0,14,16,154,240,214
"STRG.14343",172,76,90,39,16,8
"STRG.14340",1208,1024,981,1691,2042,2280
"STRG.14341",405,424,347,161,164,144
"STRG.14346",58,35,45,62,75,86
"STRG.14344",26,13,8,31,33,36
"STRG.14345",4,9,0,18,28,39
"STRG.7647",476,387,452,71,69,84
"STRG.7640",408,274,356,25,30,39
"STRG.3739",12668,13236,11854,34214,40463,43125
"STRG.14690",69,48,46,10,5,12
"STRG.14692",3145,3097,3207,244,194,293
"STRG.15565",443,833,678,62,108,112
"STRG.15564",46,164,110,25,17,21
"STRG.15563",585,1178,952,183,236,227
"STRG.15562",492,440,424,413,485,524
"STRG.16187",130,89,93,26,29,32
"STRG.16182",312,222,245,457,588,716
"STRG.6517",775,606,536,610,724,683
"STRG.6513",287,265,318,63,64,75
"STRG.6512",1164,1260,989,1590,1169,1509
"STRG.6511",109,97,67,26,17,27
"STRG.6519",657,425,108,902,1618,1416
"STRG.2460",1373,999,917,129,90,96
"STRG.17589",8494,10141,8248,943,1293,1155
"STRG.12032",1029,1000,762,1315,1727,1353
"STRG.12030",622,507,497,153,128,150
"STRG.12036",1040,938,892,1076,1561,1447
"STRG.12037",1355,1249,1253,1285,2273,1420
"STRG.17636",1691,1371,1279,1416,1528,1621
"STRG.17633",83,65,71,19,23,12
"STRG.18781",8,28,14,35,47,26
"STRG.1337",12780,14765,12307,2185,3314,2511
"STRG.1333",693,302,340,156,128,141
"STRG.18259",283,179,195,68,75,80
"STRG.1330",923,936,786,648,901,966
"STRG.18252",1557,1115,1171,1348,1662,1771
"STRG.19781",185,225,174,72,67,72
"STRG.19783",265,187,210,91,65,89
"STRG.19782",318,371,331,283,364,461
"STRG.4923",136,96,93,106,167,201
"STRG.4924",5469,4344,4809,4385,8504,7676
"STRG.4925",152,149,136,49,60,48
"STRG.8730",306,264,198,237,334,328
"STRG.4929",11719,12553,8797,3552,5637,3895
"STRG.7506",37,101,34,9,10,15
"STRG.22426",12,16,6,28,30,23
"STRG.13630",147,179,170,20,13,39
"STRG.22428",630,449,398,515,519,501
"STRG.5928",366,270,309,482,1331,995
"Pocillopora_acuta_HIv1_PredGene_g21291.t1",0,6,0,106,115,119
"STRG.11670",220,187,277,51,98,48
"STRG.19120",432,464,377,349,454,382
"STRG.19126",96,187,113,173,209,162
"STRG.208",1466,1318,1182,2180,2412,2520
"STRG.200",695,503,566,149,134,142
"STRG.204",32,25,36,38,67,48
"STRG.206",311,200,226,66,101,106
"STRG.11098",373,254,346,84,100,109
"STRG.11091",148,92,98,27,29,44
"STRG.11095",341,252,205,40,49,33
"STRG.11096",934,779,891,375,346,436
"Pocillopora_acuta_HIv1_PredGene_g2800.t1",0,17,6,32,63,31
"STRG.24219",75,110,50,147,243,177
"STRG.24213",21,4,24,72,32,51
"STRG.24211",12,14,15,20,55,18
"STRG.24217",385,184,81,683,340,351
"STRG.1839",378,287,298,38,27,27
"STRG.1837",1670,968,1140,305,304,361
"STRG.7369",1014,949,828,362,483,485
"STRG.7368",217,141,83,32,34,29
"Pocillopora_acuta_HIv1_PredGene_g11687.t1",0,10,0,31,25,32
"STRG.7365",421,286,249,291,431,437
"STRG.7362",583,725,475,78,73,95
"STRG.13335",168,132,162,63,51,59
"STRG.8889",128,81,100,19,22,27
"STRG.23298",509,478,342,362,981,667
"STRG.20329",130,111,108,26,45,44
"Pocillopora_acuta_HIv1_PredGene_g5640.t2",0,1,28,129,167,254
"STRG.16554",154,94,234,185,298,521
"STRG.19580",104,148,122,116,197,201
"STRG.3910",1043,1367,1173,4523,7469,6747
"STRG.18014",60,86,63,14,20,14
"STRG.6949",7681,9885,6811,23297,33165,33277
"STRG.16841",100,152,133,144,251,265
"STRG.16844",198,129,72,139,227,260
"STRG.20371",96,76,190,22,28,35
"STRG.20372",612,672,904,182,185,267
"STRG.20375",1001,769,830,235,380,312
"STRG.15921",103,107,91,29,38,35
"STRG.5540",193,198,193,198,193,289
"STRG.4497",265,320,246,94,123,87
"STRG.2790",248,470,341,73,158,134
"STRG.2792",761,749,612,759,926,953
"STRG.11977",46,56,60,7,11,0
"STRG.8132",119,89,56,10,9,8
"STRG.8131",1721,1969,1474,389,459,393
"STRG.10870",408,240,303,336,313,503
"STRG.10876",182,100,180,333,274,429
"STRG.7567",38,26,27,75,65,103
"STRG.3673",93,47,64,103,101,112
"STRG.3672",291,73,130,260,189,284
"STRG.8866",76,54,53,72,81,88
"STRG.8861",361,419,298,402,783,436
"STRG.16027",90,173,58,23,34,26
"Pocillopora_acuta_HIv1_PredGene_g31708.t1",0,0,0,13,20,17
"STRG.23050",460,331,307,69,75,95
"STRG.23057",192,159,134,425,403,646
"STRG.10255",897,525,587,725,917,893
"STRG.17204",250,268,202,74,102,111
"STRG.17771",127,107,109,36,18,34
"STRG.17776",409,294,345,151,138,115
"STRG.17775",106,102,82,81,118,129
"STRG.2232",56,125,78,126,222,214
"STRG.2233",2162,1894,2017,1904,2376,2691
"STRG.2231",355,411,356,370,603,536
"STRG.5956",1104,1087,1135,826,1041,1140
"STRG.5955",2961,2954,2552,2593,2567,2779
"STRG.10468",667,661,680,928,1435,1362
"STRG.10461",617,563,730,683,668,902
"STRG.23945",56,81,58,14,10,13
"STRG.23941",179,111,151,44,29,21
"STRG.22090",37,50,27,5,4,8
